DATUM;1(TAFGA);2(TAFBA)
2020-01-27 00:00:00;0;0
2020-01-27 00:15:00;0;0
2020-01-27 00:30:00;0;0
2020-01-27 00:45:00;0;0
2020-01-27 01:00:00;0;0
2020-01-27 01:15:00;0;0
2020-01-27 01:30:00;0;0
2020-01-27 01:45:00;0;0
2020-01-27 02:00:00;0;0
2020-01-27 02:15:00;0;0
2020-01-27 02:30:00;0;0
2020-01-27 02:45:00;0;0
2020-01-27 03:00:00;0;0
2020-01-27 03:15:00;0;0
2020-01-27 03:30:00;0;0
2020-01-27 03:45:00;0;0
2020-01-27 04:00:00;0;0
2020-01-27 04:15:00;0;0
2020-01-27 04:30:00;0;0
2020-01-27 04:45:00;0;0
2020-01-27 05:00:00;0;0
2020-01-27 05:15:00;0;0
2020-01-27 05:30:00;0;0
2020-01-27 05:45:00;1;0
2020-01-27 06:00:00;0;0
2020-01-27 06:15:00;0;0
2020-01-27 06:30:00;4;0
2020-01-27 06:45:00;5;0
2020-01-27 07:00:00;5;0
2020-01-27 07:15:00;31;0
2020-01-27 07:30:00;44;0
2020-01-27 07:45:00;19;0
2020-01-27 08:00:00;12;4
2020-01-27 08:15:00;24;2
2020-01-27 08:30:00;1;0
2020-01-27 08:45:00;0;0
2020-01-27 09:00:00;7;0
2020-01-27 09:15:00;9;0
2020-01-27 09:30:00;0;0
2020-01-27 09:45:00;5;0
2020-01-27 10:00:00;4;1
2020-01-27 10:15:00;3;0
2020-01-27 10:30:00;14;0
2020-01-27 10:45:00;17;0
2020-01-27 11:00:00;0;0
2020-01-27 11:15:00;11;0
2020-01-27 11:30:00;58;0
2020-01-27 11:45:00;1;0
2020-01-27 12:00:00;6;0
2020-01-27 12:15:00;36;0
2020-01-27 12:30:00;8;0
2020-01-27 12:45:00;5;0
2020-01-27 13:00:00;9;0
2020-01-27 13:15:00;65;0
2020-01-27 13:30:00;11;0
2020-01-27 13:45:00;28;0
2020-01-27 14:00:00;7;0
2020-01-27 14:15:00;55;0
2020-01-27 14:30:00;37;0
2020-01-27 14:45:00;9;0
2020-01-27 15:00:00;10;0
2020-01-27 15:15:00;45;0
2020-01-27 15:30:00;59;17
2020-01-27 15:45:00;39;1
2020-01-27 16:00:00;163;4
2020-01-27 16:15:00;39;17
2020-01-27 16:30:00;21;0
2020-01-27 16:45:00;12;0
2020-01-27 17:00:00;25;1
2020-01-27 17:15:00;59;2
2020-01-27 17:30:00;5;2
2020-01-27 17:45:00;7;0
2020-01-27 18:00:00;9;0
2020-01-27 18:15:00;0;0
2020-01-27 18:30:00;55;0
2020-01-27 18:45:00;12;0
2020-01-27 19:00:00;0;0
2020-01-27 19:15:00;9;0
2020-01-27 19:30:00;9;0
2020-01-27 19:45:00;0;0
2020-01-27 20:00:00;0;0
2020-01-27 20:15:00;0;0
2020-01-27 20:30:00;0;0
2020-01-27 20:45:00;0;0
2020-01-27 21:00:00;0;0
2020-01-27 21:15:00;0;0
2020-01-27 21:30:00;0;0
2020-01-27 21:45:00;0;0
2020-01-27 22:00:00;0;0
2020-01-27 22:15:00;0;0
2020-01-27 22:30:00;0;0
2020-01-27 22:45:00;0;0
2020-01-27 23:00:00;0;0
2020-01-27 23:15:00;0;0
2020-01-27 23:30:00;0;0
2020-01-27 23:45:00;0;0
