DATUM;1(TAFGA);2(TAFBA)
2019-08-28 00:00:00;0;0
2019-08-28 00:15:00;0;0
2019-08-28 00:30:00;0;0
2019-08-28 00:45:00;0;0
2019-08-28 01:00:00;0;0
2019-08-28 01:15:00;0;0
2019-08-28 01:30:00;0;0
2019-08-28 01:45:00;0;0
2019-08-28 02:00:00;0;0
2019-08-28 02:15:00;1;1
2019-08-28 02:30:00;0;0
2019-08-28 02:45:00;0;0
2019-08-28 03:00:00;0;0
2019-08-28 03:15:00;0;0
2019-08-28 03:30:00;0;0
2019-08-28 03:45:00;0;0
2019-08-28 04:00:00;0;0
2019-08-28 04:15:00;0;0
2019-08-28 04:30:00;0;0
2019-08-28 04:45:00;0;0
2019-08-28 05:00:00;0;0
2019-08-28 05:15:00;0;0
2019-08-28 05:30:00;0;0
2019-08-28 05:45:00;4;5
2019-08-28 06:00:00;7;0
2019-08-28 06:15:00;7;1
2019-08-28 06:30:00;8;0
2019-08-28 06:45:00;12;3
2019-08-28 07:00:00;6;0
2019-08-28 07:15:00;8;1
2019-08-28 07:30:00;13;1
2019-08-28 07:45:00;14;2
2019-08-28 08:00:00;16;3
2019-08-28 08:15:00;10;0
2019-08-28 08:30:00;13;0
2019-08-28 08:45:00;17;7
2019-08-28 09:00:00;18;1
2019-08-28 09:15:00;12;4
2019-08-28 09:30:00;17;1
2019-08-28 09:45:00;22;7
2019-08-28 10:00:00;14;0
2019-08-28 10:15:00;13;3
2019-08-28 10:30:00;20;2
2019-08-28 10:45:00;24;2
2019-08-28 11:00:00;22;4
2019-08-28 11:15:00;18;3
2019-08-28 11:30:00;20;2
2019-08-28 11:45:00;22;3
2019-08-28 12:00:00;29;6
2019-08-28 12:15:00;17;2
2019-08-28 12:30:00;16;14
2019-08-28 12:45:00;18;9
2019-08-28 13:00:00;22;5
2019-08-28 13:15:00;13;2
2019-08-28 13:30:00;20;2
2019-08-28 13:45:00;16;1
2019-08-28 14:00:00;16;2
2019-08-28 14:15:00;18;5
2019-08-28 14:30:00;16;12
2019-08-28 14:45:00;17;0
2019-08-28 15:00:00;17;1
2019-08-28 15:15:00;16;5
2019-08-28 15:30:00;12;5
2019-08-28 15:45:00;17;3
2019-08-28 16:00:00;22;3
2019-08-28 16:15:00;20;0
2019-08-28 16:30:00;24;3
2019-08-28 16:45:00;18;0
2019-08-28 17:00:00;25;21
2019-08-28 17:15:00;19;4
2019-08-28 17:30:00;16;3
2019-08-28 17:45:00;20;10
2019-08-28 18:00:00;21;3
2019-08-28 18:15:00;18;2
2019-08-28 18:30:00;20;3
2019-08-28 18:45:00;21;3
2019-08-28 19:00:00;27;29
2019-08-28 19:15:00;17;4
2019-08-28 19:30:00;18;0
2019-08-28 19:45:00;16;4
2019-08-28 20:00:00;16;0
2019-08-28 20:15:00;13;6
2019-08-28 20:30:00;15;5
2019-08-28 20:45:00;9;1
2019-08-28 21:00:00;3;7
2019-08-28 21:15:00;11;15
2019-08-28 21:30:00;6;0
2019-08-28 21:45:00;6;0
2019-08-28 22:00:00;9;2
2019-08-28 22:15:00;7;3
2019-08-28 22:30:00;5;7
2019-08-28 22:45:00;3;1
2019-08-28 23:00:00;0;0
2019-08-28 23:15:00;0;0
2019-08-28 23:30:00;0;0
2019-08-28 23:45:00;0;0
