DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-11-22 00:00:00;0;1;0;0;0;0
2020-11-22 00:15:00;0;1;0;0;0;0
2020-11-22 00:30:00;3;3;0;0;0;0
2020-11-22 00:45:00;2;1;0;0;0;0
2020-11-22 01:00:00;0;1;0;0;0;0
2020-11-22 01:15:00;2;0;0;0;0;0
2020-11-22 01:30:00;0;0;0;0;0;0
2020-11-22 01:45:00;2;0;0;0;0;0
2020-11-22 02:00:00;0;0;0;0;0;0
2020-11-22 02:15:00;2;0;0;0;0;0
2020-11-22 02:30:00;3;0;0;0;0;0
2020-11-22 02:45:00;0;0;0;0;0;0
2020-11-22 03:00:00;0;0;0;0;0;0
2020-11-22 03:15:00;2;0;0;0;0;0
2020-11-22 03:30:00;3;0;0;0;0;0
2020-11-22 03:45:00;0;1;0;0;0;0
2020-11-22 04:00:00;0;1;0;0;0;0
2020-11-22 04:15:00;1;0;0;0;0;0
2020-11-22 04:30:00;0;0;0;0;0;0
2020-11-22 04:45:00;0;0;0;0;0;0
2020-11-22 05:00:00;0;0;0;0;0;0
2020-11-22 05:15:00;1;0;0;0;0;0
2020-11-22 05:30:00;2;2;0;0;0;0
2020-11-22 05:45:00;2;0;0;0;0;0
2020-11-22 06:00:00;0;4;0;0;0;0
2020-11-22 06:15:00;0;1;0;0;0;0
2020-11-22 06:30:00;1;0;0;0;0;0
2020-11-22 06:45:00;1;0;0;0;0;0
2020-11-22 07:00:00;0;0;0;0;0;0
2020-11-22 07:15:00;1;0;0;1;0;0
2020-11-22 07:30:00;2;1;0;0;0;0
2020-11-22 07:45:00;0;2;0;0;0;0
2020-11-22 08:00:00;260;2;0;0;0;0
2020-11-22 08:15:00;0;0;0;1;0;0
2020-11-22 08:30:00;3;2;0;0;0;0
2020-11-22 08:45:00;2;1;0;0;0;0
2020-11-22 09:00:00;4;4;0;0;0;0
2020-11-22 09:15:00;4;3;0;0;0;0
2020-11-22 09:30:00;7;5;1;0;0;0
2020-11-22 09:45:00;2;1;1;1;0;0
2020-11-22 10:00:00;5;7;2;1;0;0
2020-11-22 10:15:00;4;4;5;0;0;0
2020-11-22 10:30:00;5;9;0;0;0;0
2020-11-22 10:45:00;8;8;1;0;0;0
2020-11-22 11:00:00;4;5;0;0;0;0
2020-11-22 11:15:00;4;11;0;1;0;0
2020-11-22 11:30:00;7;6;0;0;0;0
2020-11-22 11:45:00;6;7;1;0;0;0
2020-11-22 12:00:00;8;8;1;0;0;0
2020-11-22 12:15:00;10;12;2;0;0;0
2020-11-22 12:30:00;5;6;3;4;0;0
2020-11-22 12:45:00;9;5;0;9;0;0
2020-11-22 13:00:00;14;6;2;2;0;0
2020-11-22 13:15:00;8;17;1;0;0;0
2020-11-22 13:30:00;8;9;3;4;0;0
2020-11-22 13:45:00;263;5;5;7;0;0
2020-11-22 14:00:00;20;10;3;3;0;0
2020-11-22 14:15:00;12;13;7;3;0;0
2020-11-22 14:30:00;12;16;2;5;0;0
2020-11-22 14:45:00;14;17;6;3;0;0
2020-11-22 15:00:00;3;18;4;0;0;0
2020-11-22 15:15:00;17;16;0;1;0;0
2020-11-22 15:30:00;10;15;3;1;0;0
2020-11-22 15:45:00;15;13;5;5;0;0
2020-11-22 16:00:00;10;19;0;2;0;0
2020-11-22 16:15:00;10;12;0;6;0;0
2020-11-22 16:30:00;6;13;3;0;0;0
2020-11-22 16:45:00;11;13;2;0;0;0
2020-11-22 17:00:00;6;16;2;0;0;0
2020-11-22 17:15:00;6;12;1;0;0;0
2020-11-22 17:30:00;4;8;0;0;0;0
2020-11-22 17:45:00;7;6;0;0;0;0
2020-11-22 18:00:00;6;6;0;0;0;0
2020-11-22 18:15:00;8;7;0;0;0;0
2020-11-22 18:30:00;5;2;0;0;0;0
2020-11-22 18:45:00;9;3;0;0;0;0
2020-11-22 19:00:00;4;6;0;2;0;0
2020-11-22 19:15:00;3;3;0;0;0;0
2020-11-22 19:30:00;6;1;1;0;0;0
2020-11-22 19:45:00;8;2;0;0;0;0
2020-11-22 20:00:00;4;4;0;0;0;0
2020-11-22 20:15:00;1;0;0;0;0;0
2020-11-22 20:30:00;2;2;0;0;0;0
2020-11-22 20:45:00;4;3;0;0;0;0
2020-11-22 21:00:00;3;1;0;0;0;0
2020-11-22 21:15:00;3;0;0;1;0;0
2020-11-22 21:30:00;5;2;0;0;0;0
2020-11-22 21:45:00;1;1;0;0;0;0
2020-11-22 22:00:00;0;0;0;0;0;0
2020-11-22 22:15:00;2;2;0;0;0;0
2020-11-22 22:30:00;3;4;0;0;0;0
2020-11-22 22:45:00;1;0;0;0;0;0
2020-11-22 23:00:00;0;0;0;0;0;0
2020-11-22 23:15:00;2;0;0;0;0;0
2020-11-22 23:30:00;2;0;0;0;0;0
2020-11-22 23:45:00;0;1;0;0;0;0
