DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(MPF2B01);7(MPF2B02);8(MPF2B03);9(MPF2B04);10(MPF2B05);11(MPF2B06);12(MPF2B07);13(MPF2B08);14(MPF2B09);15(MPF2B10);16(MPF2B11);17(MPF2B12);18(MPF2B13);19(MPF2B14)
2020-04-20 00:00:00;3;3;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:15:00;4;5;0;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:30:00;6;2;0;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 00:45:00;4;2;1;3;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:00:00;0;1;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:15:00;5;3;0;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:30:00;5;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 01:45:00;6;5;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:00:00;6;1;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:15:00;2;2;0;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:30:00;4;3;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 02:45:00;3;2;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:00:00;2;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:15:00;2;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:30:00;11;6;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-20 03:45:00;12;10;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
