DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-06-29 00:00:00;7;5;2;0;5;7;1;1;2;0;1;0;0;7;7;0;0;0;0;0;0;0;0
2020-06-29 00:15:00;16;10;2;2;12;8;2;4;5;0;1;3;3;18;16;0;0;0;0;0;0;0;0
2020-06-29 00:30:00;9;11;2;0;2;5;0;0;2;0;1;0;0;11;3;0;0;0;0;0;0;0;0
2020-06-29 00:45:00;8;6;0;0;6;9;0;0;0;0;0;0;0;9;10;0;0;0;0;0;0;0;0
2020-06-29 01:00:00;5;4;2;0;3;1;0;1;2;0;0;0;0;8;3;0;0;0;0;0;0;0;0
2020-06-29 01:15:00;2;2;1;0;6;5;0;2;0;0;0;0;0;3;7;0;0;0;0;0;0;0;0
2020-06-29 01:30:00;4;4;1;0;5;2;0;1;2;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-06-29 01:45:00;5;7;1;0;9;7;1;1;0;0;0;1;1;7;11;0;0;0;0;0;0;0;0
2020-06-29 02:00:00;2;3;0;0;3;6;0;1;2;0;0;0;0;3;4;0;0;0;0;0;0;0;0
2020-06-29 02:15:00;6;3;0;0;4;1;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0
2020-06-29 02:30:00;5;2;0;1;4;3;0;0;1;0;0;1;1;5;4;0;0;0;0;0;0;0;0
2020-06-29 02:45:00;6;2;1;2;7;3;0;0;0;0;1;1;1;7;9;0;0;0;0;0;0;0;0
2020-06-29 03:00:00;4;3;1;0;2;5;1;0;0;0;0;0;0;5;5;0;0;0;0;0;0;0;0
2020-06-29 03:15:00;8;5;1;0;4;6;1;0;0;0;0;0;0;10;7;0;0;0;0;0;0;0;0
2020-06-29 03:30:00;2;2;0;0;2;1;0;1;0;0;0;1;1;3;2;0;0;0;0;0;0;0;0
2020-06-29 03:45:00;5;1;0;3;5;6;0;1;1;0;1;0;0;5;9;0;0;0;0;0;0;0;0
2020-06-29 04:00:00;2;1;0;0;10;4;1;1;0;0;0;1;1;2;10;0;0;0;0;0;0;0;0
2020-06-29 04:15:00;7;6;1;1;11;11;0;1;1;0;1;0;0;9;16;0;0;0;0;0;0;0;0
2020-06-29 04:30:00;16;7;0;2;14;11;1;0;1;0;1;1;1;18;18;0;0;0;0;0;0;0;0
2020-06-29 04:45:00;27;20;1;2;11;10;4;4;1;0;1;0;0;34;13;0;0;0;0;0;0;0;0
2020-06-29 05:00:00;61;48;4;6;19;15;3;7;6;0;2;2;3;76;27;0;0;0;0;0;0;0;0
2020-06-29 05:15:00;76;85;0;10;25;24;8;14;8;0;6;1;1;99;36;0;0;0;0;0;0;0;0
2020-06-29 05:30:00;67;73;2;9;38;32;6;11;9;0;6;1;1;91;52;0;0;0;0;0;0;0;0
2020-06-29 05:45:00;55;66;1;8;35;26;2;15;7;0;7;6;7;76;45;0;0;0;0;0;0;0;0
2020-06-29 06:00:00;76;74;4;11;43;32;5;2;7;0;4;12;8;97;56;0;21;0;0;0;0;0;0
2020-06-29 06:15:00;88;96;4;12;44;49;7;18;8;0;9;16;14;122;69;0;0;0;0;3;0;0;0
2020-06-29 06:30:00;111;121;5;18;58;54;5;18;13;0;13;12;11;143;74;0;2;0;0;0;0;0;0
2020-06-29 06:45:00;106;127;6;22;71;50;6;23;16;0;10;6;6;135;90;0;0;0;0;0;0;0;0
