DATUM;1(DA1);2(DB1);3(DC1);4(DC2);5(DRES1);6(DRES2);7(TAFGA);8(TAFBA)
2020-06-29 00:00:00;8;3;1;1;0;0;0;0
2020-06-29 00:15:00;6;1;1;2;0;0;0;0
2020-06-29 00:30:00;4;4;1;1;0;0;0;0
2020-06-29 00:45:00;2;0;0;0;0;0;0;0
2020-06-29 01:00:00;0;6;0;1;0;0;0;0
2020-06-29 01:15:00;2;1;0;0;0;0;0;0
2020-06-29 01:30:00;4;5;0;0;0;0;0;0
2020-06-29 01:45:00;4;4;1;0;0;0;0;0
2020-06-29 02:00:00;0;1;1;0;0;0;0;0
2020-06-29 02:15:00;2;0;2;1;0;0;0;0
2020-06-29 02:30:00;1;2;0;0;0;0;0;0
2020-06-29 02:45:00;1;1;1;1;0;0;0;0
2020-06-29 03:00:00;0;2;2;1;0;0;0;0
2020-06-29 03:15:00;1;1;0;0;0;0;0;0
2020-06-29 03:30:00;3;2;0;0;0;0;0;0
2020-06-29 03:45:00;1;0;1;0;0;0;0;0
2020-06-29 04:00:00;0;2;0;1;0;0;0;0
2020-06-29 04:15:00;2;3;0;0;0;0;0;0
2020-06-29 04:30:00;3;2;0;0;0;0;0;0
2020-06-29 04:45:00;9;3;2;1;0;0;0;0
2020-06-29 05:00:00;10;2;1;1;0;0;0;0
2020-06-29 05:15:00;21;7;0;0;0;0;0;0
2020-06-29 05:30:00;22;20;0;0;0;0;0;0
2020-06-29 05:45:00;16;25;1;0;0;0;0;0
2020-06-29 06:00:00;29;23;3;3;0;0;0;0
2020-06-29 06:15:00;36;31;4;4;0;0;0;0
2020-06-29 06:30:00;61;45;3;3;0;0;0;0
2020-06-29 06:45:00;53;37;5;7;0;0;0;0
2020-06-29 07:00:00;60;34;3;2;0;0;0;0
2020-06-29 07:15:00;60;67;4;1;0;0;0;0
2020-06-29 07:30:00;78;57;2;1;0;0;0;0
2020-06-29 07:45:00;91;71;5;4;0;0;1;0
2020-06-29 08:00:00;56;50;2;1;0;0;3;7
2020-06-29 08:15:00;50;45;4;3;0;0;0;0
2020-06-29 08:30:00;45;39;1;1;0;0;0;0
2020-06-29 08:45:00;51;52;4;4;0;0;3;1
2020-06-29 09:00:00;47;47;1;1;0;0;0;0
2020-06-29 09:15:00;34;33;1;4;0;0;0;0
2020-06-29 09:30:00;46;35;2;1;0;0;5;0
2020-06-29 09:45:00;42;57;1;1;0;0;0;0
2020-06-29 10:00:00;39;26;4;1;0;0;0;0
2020-06-29 10:15:00;45;58;2;2;0;0;0;0
2020-06-29 10:30:00;59;61;3;2;0;0;0;0
2020-06-29 10:45:00;51;61;1;1;0;0;30;0
2020-06-29 11:00:00;55;41;2;2;0;0;0;0
2020-06-29 11:15:00;58;60;2;0;0;0;0;0
2020-06-29 11:30:00;51;37;1;2;0;0;0;0
2020-06-29 11:45:00;70;39;2;1;0;0;0;0
2020-06-29 12:00:00;47;44;1;2;0;0;0;0
2020-06-29 12:15:00;38;52;1;1;0;0;4;0
2020-06-29 12:30:00;58;45;1;1;0;0;0;0
2020-06-29 12:45:00;52;48;3;2;0;0;0;0
2020-06-29 13:00:00;56;43;2;3;0;0;0;0
2020-06-29 13:15:00;41;40;1;0;0;0;3;3
2020-06-29 13:30:00;58;41;2;2;0;0;2;0
2020-06-29 13:45:00;49;48;2;1;0;0;0;0
2020-06-29 14:00:00;56;52;2;0;0;0;0;0
2020-06-29 14:15:00;52;53;0;0;0;0;0;0
2020-06-29 14:30:00;67;65;3;0;0;0;0;0
2020-06-29 14:45:00;61;62;2;3;0;0;0;0
2020-06-29 15:00:00;68;69;2;1;0;0;0;0
2020-06-29 15:15:00;56;58;2;1;0;0;0;0
2020-06-29 15:30:00;61;64;2;1;0;0;0;0
2020-06-29 15:45:00;76;51;7;4;0;0;12;1
2020-06-29 16:00:00;69;53;7;3;0;0;3;8
2020-06-29 16:15:00;65;56;2;3;0;0;1;0
2020-06-29 16:30:00;70;57;6;3;0;0;0;0
2020-06-29 16:45:00;65;58;4;2;0;0;0;0
2020-06-29 17:00:00;57;60;4;3;0;0;11;2
2020-06-29 17:15:00;79;71;3;2;0;0;2;3
2020-06-29 17:30:00;42;51;3;7;0;0;0;0
2020-06-29 17:45:00;70;48;3;2;0;0;4;1
2020-06-29 18:00:00;59;48;7;2;0;0;0;0
2020-06-29 18:15:00;57;52;3;5;0;0;12;7
2020-06-29 18:30:00;38;45;1;0;0;0;0;0
2020-06-29 18:45:00;37;46;1;0;0;0;0;0
2020-06-29 19:00:00;36;26;1;2;0;0;0;0
2020-06-29 19:15:00;40;39;4;2;0;0;0;0
2020-06-29 19:30:00;34;29;2;1;0;0;0;0
2020-06-29 19:45:00;28;45;0;0;0;0;0;0
2020-06-29 20:00:00;25;27;2;0;0;0;0;0
2020-06-29 20:15:00;23;21;1;1;0;0;0;0
2020-06-29 20:30:00;25;20;4;2;0;0;0;0
2020-06-29 20:45:00;18;23;1;0;0;0;0;0
2020-06-29 21:00:00;25;9;1;1;0;0;0;0
2020-06-29 21:15:00;30;18;1;3;0;0;0;0
2020-06-29 21:30:00;26;12;2;0;0;0;1;2
2020-06-29 21:45:00;23;14;0;0;0;0;0;0
2020-06-29 22:00:00;14;17;2;0;0;0;0;0
2020-06-29 22:15:00;13;17;1;1;0;0;1;11
2020-06-29 22:30:00;13;5;1;0;0;0;0;0
2020-06-29 22:45:00;12;8;1;2;0;0;1;12
2020-06-29 23:00:00;6;5;0;0;0;0;0;0
2020-06-29 23:15:00;6;9;0;1;0;0;0;0
2020-06-29 23:30:00;4;4;1;0;0;0;0;0
2020-06-30 00:00:00;3;3;0;0;0;0;0;0
2020-06-30 00:15:00;4;6;0;0;0;0;0;0
2020-06-30 00:30:00;5;1;2;1;0;0;0;0
2020-06-30 00:45:00;4;1;0;1;0;0;0;0
2020-06-30 01:00:00;3;2;1;0;0;0;0;0
2020-06-30 01:15:00;2;2;0;0;0;0;0;0
2020-06-30 01:30:00;0;0;1;0;0;0;0;0
2020-06-30 01:45:00;3;2;3;0;0;0;0;0
2020-06-30 02:00:00;0;2;0;2;0;0;0;0
2020-06-30 02:15:00;3;0;1;2;0;0;0;0
2020-06-30 02:30:00;1;3;0;0;0;0;0;0
2020-06-30 02:45:00;1;1;1;1;0;0;0;0
2020-06-30 03:00:00;1;0;0;1;0;0;0;0
2020-06-30 03:15:00;1;0;0;0;0;0;0;0
2020-06-30 03:30:00;0;0;1;0;0;0;0;0
2020-06-30 03:45:00;1;3;0;0;0;0;0;0
2020-06-30 04:00:00;4;2;0;0;0;0;0;0
2020-06-30 04:15:00;0;2;0;0;0;0;0;0
2020-06-30 04:30:00;4;1;0;0;0;0;0;0
2020-06-30 04:45:00;7;4;0;0;0;0;0;0
2020-06-30 05:00:00;10;8;2;2;0;0;0;0
2020-06-30 05:15:00;18;7;2;0;0;0;0;0
2020-06-30 05:30:00;22;14;0;0;0;0;0;0
2020-06-30 05:45:00;14;37;0;0;0;0;0;0
2020-06-30 06:00:00;33;27;6;3;0;0;0;0
2020-06-30 06:15:00;26;33;6;6;0;0;0;0
2020-06-30 06:30:00;56;35;1;1;0;0;0;0
2020-06-30 06:45:00;44;53;2;2;0;0;0;0
2020-06-30 07:00:00;55;38;3;3;0;0;0;0
2020-06-30 07:15:00;53;60;1;1;0;0;0;0
2020-06-30 07:30:00;80;59;1;1;0;0;0;0
2020-06-30 07:45:00;79;56;3;4;0;0;0;0
2020-06-30 08:00:00;43;59;3;3;0;0;1;0
2020-06-30 08:15:00;56;57;1;1;0;0;0;0
2020-06-30 08:30:00;50;44;3;3;0;0;0;0
2020-06-30 08:45:00;44;50;1;2;0;0;0;0
2020-06-30 09:00:00;31;26;1;2;0;0;0;0
2020-06-30 09:15:00;35;56;3;4;0;0;2;0
2020-06-30 09:30:00;38;39;2;1;0;0;0;0
2020-06-30 09:45:00;46;49;1;1;0;0;0;0
2020-06-30 10:15:00;35;35;5;3;0;0;0;0
2020-06-30 10:30:00;40;42;7;4;0;0;1;1
2020-06-30 10:45:00;45;43;5;1;0;0;6;18
2020-06-30 11:00:00;64;33;1;3;0;0;0;0
2020-06-30 11:15:00;54;36;2;2;0;0;3;2
2020-06-30 11:30:00;59;50;3;1;0;0;0;0
2020-06-30 11:45:00;67;30;3;4;0;0;2;1
2020-06-30 12:00:00;57;43;4;1;0;0;0;0
2020-06-30 12:15:00;44;44;1;2;0;0;2;2
2020-06-30 12:30:00;48;46;2;0;0;0;3;3
2020-06-30 12:45:00;67;42;5;5;0;0;3;1
2020-06-30 13:00:00;56;41;3;3;0;0;0;0
2020-06-30 13:15:00;52;47;3;2;0;0;1;0
2020-06-30 13:30:00;50;39;1;0;0;0;1;1
2020-06-30 13:45:00;56;66;3;0;0;0;0;0
2020-06-30 14:00:00;43;31;2;0;0;0;0;0
2020-06-30 14:15:00;69;71;11;4;0;0;4;0
2020-06-30 14:30:00;60;66;2;6;0;0;6;1
2020-06-30 14:45:00;49;72;3;4;0;0;0;0
2020-06-30 15:00:00;44;50;2;0;0;0;0;0
2020-06-30 15:15:00;64;77;8;5;0;0;1;0
2020-06-30 15:30:00;50;60;1;1;0;0;0;0
2020-06-30 15:45:00;63;61;6;5;0;0;0;0
2020-06-30 16:00:00;60;62;5;5;0;0;2;0
2020-06-30 16:15:00;45;57;6;5;0;0;0;0
2020-06-30 16:30:00;66;68;4;5;0;0;0;0
2020-06-30 16:45:00;57;54;4;2;0;0;0;0
2020-06-30 17:00:00;56;72;4;3;0;0;0;0
2020-06-30 17:15:00;51;47;1;5;0;0;0;0
2020-06-30 17:30:00;52;36;3;5;0;0;0;0
2020-06-30 17:45:00;65;43;1;1;0;0;1;0
2020-06-30 18:00:00;50;58;2;1;0;0;1;0
2020-06-30 18:15:00;54;41;2;3;0;0;0;0
2020-06-30 18:30:00;51;44;0;1;0;0;0;0
2020-06-30 18:45:00;31;47;3;2;0;0;0;0
2020-06-30 19:00:00;39;44;2;4;0;0;0;0
2020-06-30 19:15:00;39;41;3;4;0;0;0;0
2020-06-30 19:30:00;34;39;0;1;0;0;0;0
2020-06-30 19:45:00;23;39;3;1;0;0;0;0
2020-06-30 20:00:00;25;30;1;1;0;0;0;0
2020-06-30 20:15:00;22;23;0;0;0;0;1;0
2020-06-30 20:30:00;32;26;0;1;0;0;0;0
2020-06-30 20:45:00;19;30;0;0;0;0;0;0
2020-06-30 21:00:00;31;21;1;1;0;0;0;0
