DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-12-06 00:00:00;0;0;0;0;0;0
2020-12-06 00:15:00;3;1;0;0;0;0
2020-12-06 00:30:00;0;0;0;0;0;0
2020-12-06 00:45:00;2;1;0;0;0;0
2020-12-06 01:00:00;1;2;0;0;0;0
2020-12-06 01:15:00;0;3;0;0;0;0
2020-12-06 01:30:00;0;1;0;0;0;0
2020-12-06 01:45:00;1;1;0;0;0;0
2020-12-06 02:00:00;2;1;0;0;0;0
2020-12-06 02:15:00;2;0;0;0;0;0
2020-12-06 02:30:00;0;0;0;0;0;0
2020-12-06 02:45:00;1;1;0;0;0;0
2020-12-06 03:00:00;0;0;0;0;0;0
2020-12-06 03:15:00;0;0;0;0;0;0
2020-12-06 03:30:00;1;0;0;0;0;0
2020-12-06 03:45:00;1;0;0;0;0;0
2020-12-06 04:00:00;0;0;0;0;0;0
2020-12-06 04:15:00;0;0;0;0;0;0
2020-12-06 04:30:00;1;1;0;0;0;0
2020-12-06 04:45:00;1;1;0;0;0;0
2020-12-06 05:00:00;1;0;0;0;0;0
2020-12-06 05:15:00;0;0;0;0;0;0
2020-12-06 05:30:00;3;3;0;0;0;0
2020-12-06 05:45:00;1;3;0;0;0;0
2020-12-06 06:00:00;0;1;0;0;0;0
2020-12-06 06:15:00;1;2;0;0;0;0
2020-12-06 06:30:00;0;0;0;0;0;0
2020-12-06 06:45:00;1;0;0;0;0;0
2020-12-06 07:00:00;1;0;0;0;0;0
2020-12-06 07:15:00;1;1;0;0;0;0
2020-12-06 07:30:00;1;0;0;0;0;0
2020-12-06 07:45:00;0;1;0;0;0;0
2020-12-06 08:00:00;4;1;0;1;0;0
2020-12-06 08:15:00;1;1;0;0;0;0
2020-12-06 08:30:00;1;3;0;0;0;0
2020-12-06 08:45:00;3;5;0;0;0;0
2020-12-06 09:00:00;4;2;0;2;0;0
2020-12-06 09:15:00;2;5;1;0;0;0
2020-12-06 09:30:00;4;4;1;0;0;0
2020-12-06 09:45:00;6;5;1;0;0;0
2020-12-06 10:00:00;5;4;0;0;0;0
2020-12-06 10:15:00;2;6;0;0;0;0
2020-12-06 10:30:00;8;6;0;1;0;0
2020-12-06 10:45:00;4;4;2;0;0;0
2020-12-06 11:00:00;8;4;0;2;0;0
2020-12-06 11:15:00;12;8;2;1;0;0
2020-12-06 11:30:00;9;10;1;2;0;0
2020-12-06 11:45:00;5;4;0;1;0;0
2020-12-06 12:00:00;2;13;1;2;0;0
2020-12-06 12:15:00;5;3;1;1;0;0
2020-12-06 12:30:00;3;11;4;0;0;0
2020-12-06 12:45:00;6;9;1;4;0;0
2020-12-06 13:00:00;5;3;0;2;0;0
2020-12-06 13:15:00;8;6;3;0;0;0
2020-12-06 13:30:00;11;14;0;2;0;0
2020-12-06 13:45:00;11;8;1;2;0;0
2020-12-06 14:00:00;5;11;1;2;0;0
2020-12-06 14:15:00;12;14;0;6;0;0
2020-12-06 14:30:00;10;11;1;2;0;0
2020-12-06 14:45:00;12;12;2;1;0;0
2020-12-06 15:00:00;9;17;1;3;0;0
2020-12-06 15:15:00;11;11;2;2;0;0
2020-12-06 15:30:00;12;8;0;0;0;0
2020-12-06 15:45:00;11;15;3;0;0;0
2020-12-06 16:00:00;7;19;4;1;0;0
2020-12-06 16:15:00;9;9;1;0;0;0
2020-12-06 16:30:00;3;10;0;2;0;0
2020-12-06 16:45:00;10;5;0;0;0;0
2020-12-06 17:00:00;8;13;0;0;0;0
2020-12-06 17:15:00;4;12;0;0;0;0
2020-12-06 17:30:00;8;7;0;0;0;0
2020-12-06 17:45:00;10;10;0;0;0;0
2020-12-06 18:00:00;10;11;0;0;0;0
2020-12-06 18:15:00;2;7;0;0;0;0
2020-12-06 18:30:00;3;5;0;0;0;0
2020-12-06 18:45:00;8;8;0;0;0;0
2020-12-06 19:00:00;5;2;0;0;0;0
2020-12-06 19:15:00;3;2;0;0;0;0
2020-12-06 19:30:00;6;2;0;0;0;0
2020-12-06 19:45:00;8;5;0;0;0;0
2020-12-06 20:00:00;3;1;0;0;0;0
2020-12-06 20:15:00;4;3;1;0;0;0
2020-12-06 20:30:00;3;3;0;0;0;0
2020-12-06 20:45:00;4;5;0;0;0;0
2020-12-06 21:00:00;3;4;0;0;0;0
2020-12-06 21:15:00;3;2;0;0;0;0
2020-12-06 21:30:00;4;1;0;0;0;0
2020-12-06 21:45:00;2;1;0;0;0;0
2020-12-06 22:00:00;2;0;0;0;0;0
2020-12-06 22:15:00;1;1;0;0;0;0
2020-12-06 22:30:00;1;1;0;0;0;0
2020-12-06 22:45:00;1;1;0;0;0;0
2020-12-06 23:00:00;1;0;0;0;0;0
2020-12-06 23:15:00;1;1;0;0;0;0
2020-12-06 23:30:00;0;0;0;0;0;0
2020-12-06 23:45:00;0;0;0;0;0;0
