DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-06-29 00:00:00;5;6;3;1;1;7;9;2
2020-06-29 00:15:00;6;3;2;1;0;7;12;5
2020-06-29 00:30:00;9;4;2;2;2;5;9;7
2020-06-29 00:45:00;5;6;3;2;0;5;11;8
2020-06-29 01:00:00;8;8;0;1;1;10;9;6
2020-06-29 01:15:00;6;5;2;0;1;2;5;3
2020-06-29 01:30:00;8;5;0;0;0;0;7;2
2020-06-29 01:45:00;11;2;0;2;1;4;10;7
2020-06-29 02:00:00;7;4;1;1;1;1;5;2
2020-06-29 02:15:00;12;4;0;0;0;4;6;2
2020-06-29 02:30:00;11;5;2;2;2;2;5;1
2020-06-29 02:45:00;4;5;2;2;2;3;16;6
2020-06-29 03:00:00;5;3;1;1;1;2;12;9
2020-06-29 03:15:00;7;2;3;0;0;2;8;6
2020-06-29 03:30:00;7;7;2;0;0;0;7;5
2020-06-29 03:45:00;7;4;1;1;1;3;11;4
2020-06-29 04:00:00;11;6;3;0;0;1;7;2
2020-06-29 04:15:00;22;7;1;1;1;2;8;6
2020-06-29 04:30:00;21;6;2;1;2;7;17;13
2020-06-29 04:45:00;27;16;5;1;2;6;29;16
2020-06-29 05:00:00;26;17;7;5;14;11;41;19
2020-06-29 05:15:00;41;24;11;1;17;16;45;22
2020-06-29 05:30:00;54;41;14;4;70;24;76;34
2020-06-29 05:45:00;77;57;29;2;252;28;64;33
2020-06-29 06:00:00;60;52;16;10;253;56;48;37
2020-06-29 06:15:00;74;58;34;9;203;70;79;58
2020-06-29 06:30:00;132;119;37;12;111;69;76;54
2020-06-29 06:45:00;123;140;33;20;62;118;82;55
2020-06-29 07:00:00;108;124;21;15;30;106;120;85
2020-06-29 07:15:00;119;122;29;20;23;108;115;82
2020-06-29 07:30:00;121;132;35;25;32;123;117;70
2020-06-29 07:45:00;129;137;27;24;35;110;102;80
2020-06-29 08:00:00;144;144;24;16;24;78;88;67
2020-06-29 08:15:00;126;132;29;20;32;96;95;75
2020-06-29 08:30:00;130;122;25;16;20;83;104;63
2020-06-29 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 09:00:00;118;136;32;11;18;61;89;64
2020-06-29 09:15:00;110;113;17;11;17;66;101;73
2020-06-29 09:30:00;115;117;27;17;23;75;95;72
2020-06-29 09:45:00;138;133;25;21;22;63;113;73
2020-06-29 10:00:00;134;127;28;13;10;66;120;72
2020-06-29 10:15:00;145;103;19;11;14;55;120;87
2020-06-29 10:30:00;97;96;25;13;13;51;117;92
2020-06-29 10:45:00;116;130;20;11;19;51;132;88
2020-06-29 11:00:00;128;126;27;16;14;65;120;86
2020-06-29 11:15:00;116;115;30;15;13;47;124;83
2020-06-29 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 11:45:00;120;125;26;14;12;48;124;87
2020-06-29 12:00:00;114;132;28;8;12;55;136;102
2020-06-29 12:15:00;104;96;17;12;11;50;137;97
2020-06-29 12:30:00;124;128;30;19;11;61;123;96
2020-06-29 12:45:00;123;128;29;14;16;51;135;88
2020-06-29 13:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 13:15:00;137;140;37;14;14;58;130;98
2020-06-29 13:30:00;131;116;35;15;16;51;139;108
2020-06-29 13:45:00;142;123;24;20;20;68;133;77
2020-06-29 14:00:00;164;141;36;18;21;72;148;111
2020-06-29 14:15:00;133;133;37;13;17;70;144;104
2020-06-29 14:30:00;128;128;31;18;21;78;141;112
2020-06-29 14:45:00;166;141;35;24;19;72;137;117
2020-06-29 15:00:00;148;128;33;16;16;75;144;105
2020-06-29 15:15:00;152;146;37;16;14;68;138;107
2020-06-29 15:30:00;160;149;45;14;16;83;152;118
2020-06-29 15:45:00;157;145;46;19;17;67;168;119
2020-06-29 16:00:00;165;135;45;18;18;84;150;129
2020-06-29 16:15:00;170;148;54;20;17;93;144;106
2020-06-29 16:30:00;161;155;58;19;21;84;167;124
2020-06-29 16:45:00;162;142;61;21;14;109;171;120
2020-06-29 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 17:15:00;137;123;67;16;18;96;176;121
2020-06-29 17:30:00;144;120;41;10;9;72;133;100
2020-06-29 17:45:00;114;102;53;12;15;61;130;106
2020-06-29 18:00:00;113;94;46;13;18;66;163;88
2020-06-29 18:15:00;96;71;37;8;4;62;132;98
2020-06-29 18:30:00;76;77;34;14;9;55;118;82
2020-06-29 18:45:00;86;79;22;7;7;46;114;68
2020-06-29 19:00:00;61;73;38;5;7;58;123;72
2020-06-29 19:15:00;72;61;21;10;10;40;102;51
2020-06-29 19:30:00;52;60;25;5;6;40;87;48
2020-06-29 19:45:00;50;33;18;9;4;44;76;58
2020-06-29 20:00:00;42;40;19;2;5;32;77;37
2020-06-29 20:15:00;37;38;12;6;5;34;61;29
2020-06-29 20:30:00;41;36;11;5;5;30;57;30
2020-06-29 20:45:00;31;25;14;3;4;16;47;24
2020-06-29 21:00:00;44;37;15;7;7;26;40;23
2020-06-29 21:15:00;42;32;12;3;3;21;40;25
2020-06-29 21:30:00;39;31;10;2;4;14;44;24
2020-06-29 21:45:00;29;31;15;9;5;29;41;21
2020-06-29 22:00:00;29;26;10;1;1;11;24;17
2020-06-29 22:15:00;31;17;8;0;2;17;40;25
2020-06-29 22:30:00;30;17;7;5;5;15;35;11
2020-06-29 22:45:00;10;15;6;2;2;13;27;14
2020-06-29 23:00:00;8;17;6;0;0;8;20;6
2020-06-29 23:15:00;15;13;3;2;1;5;16;9
2020-06-29 23:30:00;8;8;4;0;1;6;11;7
2020-06-30 00:00:00;6;6;3;1;1;7;7;2
2020-06-30 00:15:00;5;9;3;1;1;4;6;7
2020-06-30 00:30:00;5;11;5;1;2;4;8;3
2020-06-30 00:45:00;8;13;5;1;1;4;13;12
2020-06-30 01:00:00;4;5;1;0;0;2;7;4
2020-06-30 01:15:00;5;2;2;3;2;6;4;3
2020-06-30 01:30:00;9;4;0;1;0;1;10;5
2020-06-30 01:45:00;7;3;1;0;0;2;3;3
2020-06-30 02:00:00;9;4;0;3;14;4;5;5
2020-06-30 02:15:00;14;5;2;3;276;9;11;6
2020-06-30 02:30:00;6;1;0;1;70;3;5;1
2020-06-30 02:45:00;8;6;2;2;245;4;15;9
2020-06-30 03:00:00;5;5;1;4;15;6;7;4
2020-06-30 03:15:00;7;4;1;2;2;4;8;7
2020-06-30 03:30:00;6;3;1;1;2;3;8;3
2020-06-30 03:45:00;10;6;0;1;1;3;9;6
2020-06-30 04:00:00;10;5;1;1;1;2;7;3
2020-06-30 04:15:00;18;13;2;1;1;3;11;9
2020-06-30 04:30:00;24;7;4;2;3;6;12;8
2020-06-30 04:45:00;27;10;1;3;4;5;23;10
2020-06-30 05:00:00;24;12;2;3;3;15;42;29
2020-06-30 05:15:00;41;24;9;4;4;19;43;21
2020-06-30 05:30:00;61;35;21;3;12;14;52;21
2020-06-30 05:45:00;79;65;27;7;23;32;58;30
2020-06-30 06:00:00;70;50;20;4;18;33;57;43
2020-06-30 06:15:00;75;59;26;6;17;48;66;63
2020-06-30 06:30:00;131;122;40;18;21;87;88;51
2020-06-30 06:45:00;119;132;26;21;22;100;92;72
2020-06-30 07:00:00;134;119;18;15;55;94;116;76
2020-06-30 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-30 07:30:00;130;143;32;26;29;117;93;62
2020-06-30 07:45:00;129;142;25;23;32;122;101;80
2020-06-30 08:00:00;147;172;26;14;24;85;81;54
2020-06-30 08:15:00;99;110;26;25;34;94;100;71
2020-06-30 08:30:00;119;132;25;21;20;83;81;63
2020-06-30 08:45:00;120;108;35;21;27;72;82;64
2020-06-30 09:00:00;113;114;22;22;26;81;92;64
2020-06-30 09:15:00;115;88;21;15;22;69;98;75
2020-06-30 09:30:00;104;92;26;21;16;81;99;73
2020-06-30 09:45:00;118;114;25;20;22;77;108;69
2020-06-30 10:15:00;120;127;28;15;9;55;120;77
2020-06-30 10:30:00;124;114;31;14;13;52;118;97
2020-06-30 10:45:00;116;98;21;13;13;50;122;84
2020-06-30 11:00:00;101;109;17;8;11;48;121;96
2020-06-30 11:15:00;114;123;34;14;18;62;124;92
2020-06-30 11:30:00;119;115;24;15;13;55;132;103
2020-06-30 11:45:00;120;124;27;16;17;54;112;83
2020-06-30 12:00:00;105;112;32;9;15;50;129;86
2020-06-30 12:15:00;121;117;22;14;14;54;123;89
2020-06-30 12:30:00;102;94;39;9;7;37;115;96
2020-06-30 12:45:00;130;126;23;12;9;55;135;102
2020-06-30 13:00:00;113;110;38;12;13;40;124;93
2020-06-30 13:15:00;122;112;27;10;16;60;112;77
2020-06-30 13:30:00;112;95;41;21;18;52;122;77
2020-06-30 13:45:00;122;122;32;15;15;63;144;92
2020-06-30 14:00:00;115;103;32;14;12;59;126;86
2020-06-30 14:15:00;137;112;37;12;13;67;131;101
2020-06-30 14:30:00;130;128;34;18;12;66;134;94
2020-06-30 14:45:00;140;135;34;17;19;75;154;91
2020-06-30 15:00:00;137;115;35;17;14;71;136;94
2020-06-30 15:15:00;129;127;36;15;20;78;150;103
2020-06-30 15:30:00;142;141;49;13;19;77;154;102
2020-06-30 15:45:00;135;142;44;18;15;72;138;90
2020-06-30 16:00:00;133;133;48;17;14;92;165;129
2020-06-30 16:15:00;161;123;68;17;9;79;156;119
2020-06-30 16:30:00;148;118;71;19;10;78;162;116
2020-06-30 16:45:00;150;123;46;22;24;109;169;122
2020-06-30 17:00:00;132;130;56;17;18;89;182;121
2020-06-30 17:15:00;125;112;57;17;16;85;148;129
2020-06-30 17:30:00;122;123;53;22;15;93;153;116
