DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-01-20 00:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 00:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 00:30:00;0;0;0;0;0;0;0;0;0
2020-01-20 00:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 01:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 01:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 01:30:00;0;0;0;0;0;0;0;0;0
2020-01-20 01:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 02:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 02:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 02:30:00;0;0;0;0;0;0;0;0;0
2020-01-20 02:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 03:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 03:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 03:30:00;0;0;0;0;0;0;0;0;0
2020-01-20 03:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 04:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 04:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 04:30:00;0;0;0;0;0;0;0;0;0
2020-01-20 04:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 05:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 05:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 05:30:00;0;0;0;0;0;0;0;0;0
2020-01-20 05:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 06:00:00;0;0;0;0;0;0;0;0;0
2020-01-20 06:15:00;0;0;0;0;0;0;0;0;0
2020-01-20 06:30:00;3;4;0;0;0;0;0;0;0
2020-01-20 06:45:00;0;0;0;0;0;0;0;0;0
2020-01-20 07:00:00;21;1;0;0;0;0;0;0;0
2020-01-20 07:15:00;13;1;0;0;0;0;0;0;0
2020-01-20 07:30:00;37;0;0;0;0;0;0;0;0
2020-01-20 07:45:00;38;0;0;0;0;0;0;0;0
2020-01-20 08:00:00;15;4;0;0;0;0;0;0;0
2020-01-20 08:15:00;10;2;0;0;0;0;0;0;0
2020-01-20 08:30:00;16;0;0;0;0;0;0;0;0
