2019-08-14 13:15:00;
2019-08-14 13:30:00;
2019-08-14 13:45:00;
2019-08-14 14:00:00;
2019-08-14 14:15:00;
2019-08-14 14:30:00;
2019-08-14 14:45:00;
2019-08-14 15:00:00;
2019-08-14 15:15:00;
2019-08-14 15:30:00;
2019-08-14 15:45:00;
2019-08-14 16:00:00;
2019-08-14 16:15:00;
2019-08-14 16:30:00;
2019-08-14 16:45:00;
2019-08-14 17:00:00;
2019-08-14 17:15:00;
2019-08-14 17:30:00;
2019-08-14 17:45:00;
2019-08-14 18:00:00;
2019-08-14 18:15:00;
2019-08-14 18:30:00;
2019-08-14 18:45:00;
2019-08-14 19:00:00;
2019-08-14 19:15:00;
2019-08-14 19:30:00;
2019-08-14 19:45:00;
2019-08-14 20:00:00;
2019-08-14 20:15:00;
2019-08-14 20:30:00;
2019-08-14 20:45:00;
2019-08-14 21:00:00;
2019-08-14 21:15:00;
2019-08-14 21:30:00;
2019-08-14 21:45:00;
2019-08-14 22:00:00;
2019-08-14 22:15:00;
2019-08-14 22:30:00;
2019-08-14 22:45:00;
2019-08-14 23:00:00;
2019-08-14 23:15:00;
2019-08-14 23:30:00;
2019-08-14 23:45:00;
