DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-11-15 00:00:00;10;0;5;0;0;0;0;0;0;0;0;0
2020-11-15 00:15:00;12;0;14;0;0;0;0;0;0;0;0;0
2020-11-15 00:30:00;18;0;14;0;0;0;0;0;0;0;0;0
2020-11-15 00:45:00;14;0;12;0;0;0;0;0;0;0;0;0
2020-11-15 01:00:00;11;0;14;0;0;0;0;0;0;0;0;0
2020-11-15 01:15:00;13;0;7;0;0;0;0;0;0;0;0;0
2020-11-15 01:30:00;7;0;4;0;0;0;0;0;0;0;0;0
2020-11-15 01:45:00;6;0;7;0;0;0;0;0;0;0;0;0
2020-11-15 02:00:00;5;0;4;0;0;0;0;0;0;0;0;0
2020-11-15 02:15:00;5;0;1;0;0;0;0;0;0;0;0;0
2020-11-15 02:30:00;5;0;1;0;0;0;0;0;0;0;0;0
2020-11-15 02:45:00;5;0;8;0;0;0;0;0;0;0;0;0
2020-11-15 03:00:00;3;0;2;0;0;0;0;0;0;0;0;0
2020-11-15 03:15:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-11-15 03:30:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-11-15 03:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-11-15 04:00:00;1;0;3;0;0;0;0;0;0;0;0;0
2020-11-15 04:15:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-11-15 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-15 04:45:00;2;0;9;0;0;0;0;0;0;0;0;0
2020-11-15 05:00:00;3;0;3;0;0;0;0;0;0;0;0;0
2020-11-15 05:15:00;2;0;8;0;0;0;0;0;0;0;0;0
2020-11-15 05:30:00;2;0;13;0;0;0;0;0;0;0;0;0
2020-11-15 05:45:00;4;0;8;0;0;0;0;0;0;0;0;0
2020-11-15 06:00:00;6;0;4;0;0;0;0;0;0;0;0;0
2020-11-15 06:15:00;8;0;10;0;0;0;0;0;0;0;0;0
2020-11-15 06:30:00;4;0;7;0;0;0;0;0;0;0;0;0
2020-11-15 06:45:00;8;0;9;0;0;0;0;0;0;0;0;0
