DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-03-29 00:00:00;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-03-29 00:15:00;2;1;3;1;1;2;1;0;1;0;0;0;0;0;0
2020-03-29 00:30:00;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-29 00:45:00;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-03-29 01:00:00;3;0;3;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-29 01:15:00;1;1;2;0;0;0;0;0;2;0;0;0;0;0;0
2020-03-29 01:30:00;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2020-03-29 01:45:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-29 03:00:00;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-03-29 03:15:00;0;0;0;2;2;1;1;0;2;0;0;0;0;0;0
2020-03-29 03:30:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-29 03:45:00;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-29 04:00:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-29 04:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-29 04:30:00;5;0;2;0;0;1;1;0;1;0;0;0;0;0;0
2020-03-29 04:45:00;1;1;2;0;0;0;0;1;0;0;0;0;0;0;0
2020-03-29 05:00:00;2;1;2;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-29 05:15:00;0;1;1;0;0;1;1;1;2;0;0;0;0;0;0
2020-03-29 05:30:00;2;1;1;1;1;1;1;0;0;0;0;0;0;0;0
2020-03-29 05:45:00;1;1;1;1;1;1;1;1;7;0;0;0;0;0;0
2020-03-29 06:00:00;3;0;1;1;1;3;2;0;2;0;0;0;0;0;0
2020-03-29 06:15:00;3;1;2;1;1;1;1;0;0;0;0;0;0;0;0
2020-03-29 06:30:00;2;2;2;1;1;2;2;0;1;0;0;0;0;0;0
2020-03-29 06:45:00;2;1;1;2;1;2;2;1;2;0;0;0;0;0;0
2020-03-29 07:00:00;3;2;3;3;3;3;2;0;0;0;0;0;0;0;0
2020-03-29 07:15:00;1;1;2;2;2;1;1;2;0;0;0;0;0;0;0
2020-03-29 07:30:00;1;0;0;5;5;1;1;0;2;0;0;0;0;0;0
2020-03-29 07:45:00;4;2;4;6;6;1;0;0;3;0;0;0;0;0;0
2020-03-29 08:00:00;0;1;1;2;2;3;2;0;0;0;0;0;0;0;0
2020-03-29 08:15:00;7;2;3;2;2;0;0;0;3;0;0;0;0;0;0
2020-03-29 08:30:00;6;1;2;2;1;1;1;0;2;0;0;0;0;0;0
