DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-06-09 00:00:00;0;0;0;0;0;0
2020-06-09 00:15:00;0;0;0;0;0;0
2020-06-09 00:30:00;0;0;0;0;0;0
2020-06-09 00:45:00;0;0;0;0;0;0
2020-06-09 01:00:00;0;0;0;0;0;0
2020-06-09 01:15:00;0;0;0;0;0;0
2020-06-09 01:30:00;0;0;0;0;0;0
2020-06-09 01:45:00;0;0;0;0;0;0
2020-06-09 02:00:00;0;0;0;0;0;0
2020-06-09 02:15:00;0;0;0;0;0;0
2020-06-09 02:30:00;0;0;0;0;0;0
2020-06-09 02:45:00;0;0;0;0;0;0
2020-06-09 03:00:00;0;0;0;0;0;0
2020-06-09 03:15:00;0;0;0;0;0;0
2020-06-09 03:30:00;0;0;0;0;0;0
2020-06-09 03:45:00;0;0;0;0;0;0
2020-06-09 04:00:00;0;0;0;0;0;0
2020-06-09 04:15:00;0;0;0;0;0;0
2020-06-09 04:30:00;0;0;0;0;0;0
2020-06-09 04:45:00;0;0;0;0;0;0
2020-06-09 05:00:00;0;0;0;0;0;0
2020-06-09 05:15:00;0;0;0;0;0;0
2020-06-09 05:30:00;0;0;0;0;0;0
2020-06-09 05:45:00;0;0;0;0;0;0
2020-06-09 06:00:00;0;0;0;0;0;0
2020-06-09 06:15:00;0;0;0;0;0;0
2020-06-09 06:30:00;0;0;0;0;0;0
2020-06-09 06:45:00;0;0;0;0;0;0
2020-06-09 07:00:00;0;0;0;0;0;0
2020-06-09 07:15:00;0;0;0;0;0;0
2020-06-09 07:30:00;0;0;0;0;0;0
2020-06-09 07:45:00;0;0;0;0;0;0
2020-06-09 08:00:00;0;0;0;0;0;0
2020-06-09 08:15:00;0;0;0;0;0;0
2020-06-09 08:30:00;0;0;0;0;0;1
2020-06-09 09:00:00;0;0;0;0;0;0
2020-06-09 09:15:00;0;0;0;0;0;0
2020-06-09 09:30:00;0;0;0;0;0;0
2020-06-09 09:45:00;0;0;0;0;0;0
2020-06-09 10:00:00;0;0;2;0;0;0
2020-06-09 10:15:00;0;0;0;2;0;0
2020-06-09 10:30:00;0;0;0;0;0;0
2020-06-09 10:45:00;0;0;0;0;0;0
2020-06-09 11:00:00;0;0;1;0;0;0
2020-06-09 11:15:00;0;0;0;0;0;0
2020-06-09 11:45:00;0;0;2;0;0;0
2020-06-09 12:00:00;0;0;0;0;0;0
2020-06-09 12:15:00;0;0;0;2;0;0
2020-06-09 12:30:00;0;0;1;0;3;0
2020-06-09 12:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 13:00:00;0;0;1;0;0;0
2020-06-09 13:15:00;0;0;0;0;0;0
2020-06-09 13:30:00;0;0;0;0;0;0
2020-06-09 13:45:00;0;0;0;0;0;0
2020-06-09 14:00:00;0;0;1;0;5;0
2020-06-09 14:15:00;0;0;0;0;0;0
2020-06-09 14:30:00;0;0;0;0;0;0
2020-06-09 14:45:00;0;0;0;0;0;0
2020-06-09 15:00:00;0;0;2;0;1;0
2020-06-09 15:15:00;0;0;0;0;0;0
2020-06-09 15:30:00;0;0;4;1;0;0
2020-06-09 15:45:00;0;0;0;1;0;0
2020-06-09 16:00:00;0;0;1;1;0;0
2020-06-09 16:15:00;0;0;1;1;0;0
2020-06-09 16:30:00;0;0;1;1;0;0
2020-06-09 16:45:00;0;0;3;0;4;0
2020-06-09 17:00:00;0;0;3;0;0;0
2020-06-09 17:15:00;0;0;4;1;0;0
2020-06-09 17:30:00;0;0;0;4;0;0
2020-06-09 17:45:00;0;0;3;2;2;0
2020-06-09 18:00:00;0;0;0;0;0;0
2020-06-09 18:15:00;0;0;1;0;0;0
2020-06-09 18:30:00;0;0;2;0;0;0
2020-06-09 18:45:00;0;0;4;1;0;0
2020-06-09 19:00:00;0;0;0;0;0;0
2020-06-09 19:15:00;0;0;0;0;0;0
2020-06-09 19:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-09 19:45:00;0;0;0;0;0;0
2020-06-09 20:00:00;0;0;0;0;0;0
2020-06-09 20:15:00;0;0;0;0;0;0
2020-06-09 20:30:00;0;0;0;0;0;0
2020-06-09 20:45:00;0;0;0;0;0;0
2020-06-09 21:00:00;0;0;0;0;0;0
2020-06-09 21:15:00;0;0;0;0;0;0
2020-06-09 21:30:00;0;0;0;0;0;0
2020-06-09 21:45:00;0;0;0;0;0;0
2020-06-09 22:00:00;0;0;0;0;0;0
2020-06-09 22:15:00;0;0;0;0;0;0
2020-06-09 22:30:00;0;0;0;0;0;0
2020-06-09 22:45:00;0;0;0;0;0;0
2020-06-09 23:00:00;0;0;0;0;0;0
2020-06-09 23:15:00;0;0;0;0;0;0
2020-06-09 23:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
