DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-23 00:00:00;2;3;1;2;1;4;1;2;2;1;2;3;0;0;0;0;0;0
2020-11-23 00:15:00;2;5;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0
2020-11-23 00:30:00;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0
2020-11-23 00:45:00;0;1;0;2;0;2;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:00:00;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-23 01:15:00;0;1;1;1;1;3;0;0;0;0;0;2;0;0;0;0;0;0
2020-11-23 01:30:00;0;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0
2020-11-23 01:45:00;0;0;0;2;0;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:00:00;0;0;0;0;0;0;1;2;0;1;2;2;0;0;0;0;0;0
2020-11-23 02:15:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-23 02:30:00;1;1;0;0;0;1;2;2;1;4;2;3;0;0;0;0;0;0
2020-11-23 02:45:00;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0
2020-11-23 03:00:00;0;1;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:15:00;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2020-11-23 03:30:00;0;0;0;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-23 03:45:00;0;1;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0
2020-11-23 04:00:00;0;0;2;0;2;0;2;2;2;0;2;0;0;0;0;0;0;0
2020-11-23 04:15:00;1;1;0;0;0;1;1;1;1;0;1;1;0;0;0;0;0;0
