DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-10-23 00:00:00;6;5;1;0;2;4;0;2;2;0;0;0;0;7;4;0;0;0;0;0;0;0;0
2020-10-23 00:15:00;9;5;2;1;11;9;0;2;3;1;1;3;3;11;11;0;0;0;0;0;0;0;0
2020-10-23 00:30:00;4;8;2;0;10;3;4;1;0;1;0;1;1;6;11;0;0;0;0;0;0;0;0
2020-10-23 00:45:00;4;8;1;0;3;7;1;1;2;0;0;0;0;9;7;0;0;0;0;0;0;0;0
2020-10-23 01:00:00;6;4;2;0;4;3;1;0;0;1;1;0;0;6;4;0;0;0;0;0;0;0;0
2020-10-23 01:15:00;5;6;1;0;3;5;1;1;2;0;1;1;0;7;6;0;0;0;0;0;0;0;0
2020-10-23 01:30:00;6;7;0;2;3;0;0;0;1;1;1;0;0;7;3;0;0;0;0;0;0;0;0
2020-10-23 01:45:00;5;4;0;0;8;3;0;1;0;0;0;0;0;6;10;0;0;0;0;0;0;0;0
2020-10-23 02:00:00;2;8;1;0;4;3;1;3;2;0;0;0;0;4;4;0;0;0;0;0;0;0;0
2020-10-23 02:15:00;4;5;1;2;2;1;1;0;0;0;0;1;1;4;2;0;0;0;0;0;0;0;0
2020-10-23 02:30:00;0;1;0;0;4;5;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0
2020-10-23 02:45:00;4;4;1;1;8;6;1;0;0;0;0;0;0;6;9;0;0;0;0;0;0;0;0
2020-10-23 03:00:00;6;3;0;0;3;2;1;1;1;0;0;0;0;6;3;0;0;0;0;0;0;0;0
2020-10-23 03:15:00;6;6;0;0;5;2;0;0;0;1;1;0;0;7;5;0;0;0;0;0;0;0;0
2020-10-23 03:30:00;5;5;0;0;8;3;0;1;1;0;0;0;0;6;10;0;0;0;0;0;0;0;0
2020-10-23 03:45:00;4;8;1;0;7;8;1;2;1;0;0;0;0;8;11;0;0;0;0;0;0;0;0
2020-10-23 04:00:00;4;3;0;0;1;2;0;0;1;0;0;0;0;4;3;0;0;0;0;0;0;0;0
2020-10-23 04:15:00;13;4;1;0;14;8;0;0;2;0;0;1;1;15;15;0;0;0;0;0;0;0;0
