DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-07-19 00:00:00;0;3;2;2;3;3;3;6;0;0;0;0;0
2020-07-19 00:15:00;0;5;0;0;1;1;2;11;0;0;0;0;0
2020-07-19 00:30:00;0;10;1;3;1;3;1;10;0;0;0;0;0
2020-07-19 00:45:00;1;10;2;0;0;2;0;8;0;0;0;0;0
2020-07-19 01:00:00;0;5;1;3;0;2;0;6;0;0;0;0;0
2020-07-19 01:15:00;0;11;6;5;3;2;4;9;0;0;0;0;0
2020-07-19 01:30:00;0;5;1;1;2;2;2;3;0;0;0;0;0
2020-07-19 01:45:00;0;6;0;0;2;1;2;9;0;0;0;0;0
2020-07-19 02:00:00;0;4;0;1;1;1;1;7;0;0;0;0;0
2020-07-19 02:15:00;0;4;0;0;0;0;0;6;0;0;0;0;0
2020-07-19 02:30:00;0;3;2;1;0;0;0;7;0;0;0;0;0
2020-07-19 02:45:00;0;4;0;1;0;1;0;0;0;0;0;0;0
2020-07-19 03:00:00;1;3;1;1;0;0;0;3;0;0;0;0;0
2020-07-19 03:15:00;1;2;0;0;0;1;0;2;0;0;0;0;0
2020-07-19 03:30:00;0;1;2;2;0;0;0;2;0;0;0;0;0
2020-07-19 03:45:00;0;3;0;0;1;0;1;0;0;0;0;0;0
2020-07-19 04:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-07-19 04:15:00;0;1;0;1;2;0;2;2;0;0;0;0;0
2020-07-19 04:30:00;0;3;0;1;0;0;0;2;0;0;0;0;0
2020-07-19 04:45:00;0;1;0;0;0;0;0;1;0;0;0;0;0
2020-07-19 05:00:00;0;1;1;1;2;1;2;2;0;0;0;0;0
2020-07-19 05:15:00;0;1;0;0;2;1;1;0;0;0;0;0;0
2020-07-19 05:30:00;0;3;1;1;0;0;0;2;0;0;0;0;0
