DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC)
2020-06-29 00:00:00;6;7;8;5;0;0;0;0;0;0;0;0
2020-06-29 00:15:00;12;3;3;4;0;0;0;0;0;0;0;0
2020-06-29 00:30:00;11;7;8;5;0;0;0;0;0;0;0;0
2020-06-29 00:45:00;9;3;6;5;0;0;0;0;0;0;0;0
2020-06-29 01:00:00;6;4;3;2;0;0;0;0;0;0;0;0
2020-06-29 01:15:00;6;0;4;3;0;0;0;0;0;0;0;0
2020-06-29 01:30:00;8;1;2;3;0;0;0;0;0;0;0;0
2020-06-29 01:45:00;8;0;8;4;0;0;0;0;0;0;0;0
2020-06-29 02:00:00;4;1;0;2;0;0;0;0;0;0;0;0
2020-06-29 02:15:00;7;1;7;4;0;0;0;0;0;0;0;0
2020-06-29 02:30:00;9;2;7;7;0;0;0;0;0;0;0;0
2020-06-29 02:45:00;3;2;7;2;0;0;0;0;0;0;0;0
2020-06-29 03:00:00;5;3;5;1;0;0;0;0;0;0;0;0
2020-06-29 03:15:00;1;0;2;1;0;0;0;0;0;0;0;0
2020-06-29 03:30:00;8;3;3;4;0;0;0;0;0;0;0;0
2020-06-29 03:45:00;2;0;4;3;0;0;0;0;0;0;0;0
2020-06-29 04:00:00;3;2;4;3;0;0;0;0;0;0;0;0
2020-06-29 04:15:00;9;2;9;5;0;0;0;0;0;0;0;0
2020-06-29 04:30:00;13;3;8;6;0;0;0;0;0;0;0;0
2020-06-29 04:45:00;20;5;14;18;0;0;0;0;0;0;0;0
2020-06-29 05:00:00;16;9;24;14;0;0;0;0;0;0;0;0
2020-06-29 05:15:00;35;12;19;26;0;0;0;0;0;0;0;0
2020-06-29 05:30:00;57;15;37;28;0;0;0;0;0;0;0;0
2020-06-29 05:45:00;91;27;51;47;0;0;0;0;0;0;0;0
2020-06-29 06:00:00;56;28;46;49;0;0;0;0;0;0;0;0
2020-06-29 06:15:00;70;29;64;70;0;0;0;0;0;0;0;0
2020-06-29 06:30:00;106;40;67;85;0;0;0;0;2;5;0;0
2020-06-29 06:45:00;95;64;61;85;0;17;0;0;41;1;0;0
2020-06-29 07:00:00;108;63;83;87;2;37;0;1;20;15;0;0
2020-06-29 07:15:00;115;57;55;82;8;1;0;0;5;6;0;0
2020-06-29 07:30:00;138;90;86;89;4;10;0;0;4;8;5;0
2020-06-29 07:45:00;119;80;93;121;0;4;0;1;9;0;0;0
2020-06-29 08:00:00;132;83;75;92;5;3;0;0;10;1;0;0
2020-06-29 08:15:00;137;67;72;81;4;8;0;0;5;6;0;0
2020-06-29 08:30:00;109;80;72;77;6;4;0;0;6;7;4;0
2020-06-29 08:45:00;117;79;78;76;0;5;0;0;6;1;1;0
2020-06-29 09:00:00;104;68;83;94;0;1;0;0;18;11;0;0
2020-06-29 09:15:00;127;80;64;45;20;14;0;0;1;3;0;0
2020-06-29 09:30:00;107;68;80;74;6;3;1;0;1;5;0;0
2020-06-29 09:45:00;104;63;79;100;0;0;0;0;2;5;0;0
2020-06-29 10:00:00;117;70;85;95;2;6;0;0;22;1;0;0
2020-06-29 10:15:00;137;88;89;90;12;0;0;0;4;17;0;0
2020-06-29 10:30:00;134;70;91;102;3;7;3;0;1;18;0;2
2020-06-29 10:45:00;119;97;97;101;4;1;2;4;3;9;1;2
2020-06-29 11:00:00;124;80;85;106;24;4;1;0;10;2;0;0
2020-06-29 11:15:00;111;90;94;108;23;2;0;0;2;25;0;0
2020-06-29 11:30:00;112;75;93;111;7;3;0;0;20;44;0;21
2020-06-29 11:45:00;139;75;94;107;4;6;0;0;10;13;0;0
2020-06-29 12:00:00;123;68;85;91;34;8;0;0;8;19;0;0
2020-06-29 12:15:00;121;94;85;96;8;10;0;0;17;14;0;0
2020-06-29 12:30:00;124;65;99;107;10;0;0;0;4;15;0;0
2020-06-29 12:45:00;105;69;96;105;5;2;0;0;3;24;0;3
2020-06-29 13:00:00;106;60;75;87;23;17;0;0;5;16;0;0
2020-06-29 13:15:00;108;65;90;114;10;8;0;0;12;31;0;0
2020-06-29 13:30:00;121;86;84;99;20;18;0;2;14;34;2;0
2020-06-29 13:45:00;125;99;88;116;10;36;0;0;17;14;0;0
2020-06-29 14:00:00;113;77;95;117;1;10;0;0;6;6;0;0
2020-06-29 14:15:00;146;100;116;126;14;4;0;0;6;11;0;0
2020-06-29 14:30:00;117;80;103;126;15;5;1;0;5;41;0;7
2020-06-29 14:45:00;123;88;96;118;28;10;0;0;12;21;0;0
