DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-11-15 00:00:00;3;1;2;1;1;1;1;0;4;0;0;0;0;0;0
2020-11-15 00:15:00;10;3;4;3;2;4;3;0;6;0;0;0;0;0;0
2020-11-15 00:30:00;6;3;3;2;1;1;1;0;11;0;0;0;0;0;0
2020-11-15 00:45:00;10;0;2;2;2;1;1;0;3;0;0;0;0;0;0
2020-11-15 01:00:00;7;4;4;4;2;7;7;0;4;0;0;0;0;0;0
2020-11-15 01:15:00;4;0;2;1;1;1;1;1;4;0;0;0;0;0;0
2020-11-15 01:30:00;6;4;4;1;1;2;2;0;4;0;0;0;0;0;0
2020-11-15 01:45:00;6;3;4;2;2;1;1;0;3;0;0;0;0;0;0
2020-11-15 02:00:00;4;2;3;1;0;2;2;0;2;0;0;0;0;0;0
2020-11-15 02:15:00;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2020-11-15 02:30:00;0;0;1;3;2;1;2;0;3;0;0;0;0;0;0
2020-11-15 02:45:00;3;0;1;0;0;1;1;0;2;0;0;0;0;0;0
2020-11-15 03:00:00;0;1;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-11-15 03:15:00;2;0;0;1;1;1;0;0;2;0;0;0;0;0;0
2020-11-15 03:30:00;4;0;2;1;1;1;0;1;0;0;0;0;0;0;0
2020-11-15 03:45:00;1;2;4;2;1;3;2;0;2;0;0;0;0;0;0
2020-11-15 04:00:00;2;0;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-15 04:15:00;3;0;2;1;1;2;2;0;3;0;0;0;0;0;0
2020-11-15 04:30:00;5;0;3;0;0;1;1;0;0;0;0;0;0;0;0
2020-11-15 04:45:00;2;0;1;1;1;2;2;0;0;0;0;0;0;0;0
2020-11-15 05:00:00;4;0;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-15 05:15:00;2;1;1;2;2;3;3;0;0;0;0;0;0;0;0
2020-11-15 05:30:00;3;0;1;1;1;0;0;1;2;0;0;0;0;0;0
2020-11-15 05:45:00;4;0;0;3;3;1;1;0;1;0;0;0;0;0;0
