DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-09-25 00:00:00;3;0;0;0;0;0
2020-09-25 00:15:00;1;2;0;0;0;0
2020-09-25 00:30:00;2;1;0;0;0;0
2020-09-25 00:45:00;2;0;0;0;0;0
2020-09-25 01:00:00;1;2;0;0;0;0
2020-09-25 01:15:00;0;0;0;0;0;0
2020-09-25 01:30:00;1;0;0;0;0;0
2020-09-25 01:45:00;0;0;0;0;0;0
2020-09-25 02:00:00;0;2;0;0;0;0
2020-09-25 02:15:00;0;0;0;0;0;0
2020-09-25 02:30:00;1;0;0;0;0;0
2020-09-25 02:45:00;0;2;0;0;0;0
2020-09-25 03:00:00;1;0;0;0;0;0
2020-09-25 03:15:00;2;2;0;0;0;0
2020-09-25 03:30:00;0;0;0;0;0;0
2020-09-25 03:45:00;0;0;0;0;0;0
2020-09-25 04:00:00;0;1;0;0;0;0
2020-09-25 04:15:00;6;1;0;0;0;0
2020-09-25 04:30:00;0;1;0;0;0;0
2020-09-25 04:45:00;3;3;0;0;0;0
2020-09-25 05:00:00;2;4;0;0;0;0
2020-09-25 05:15:00;3;7;0;0;0;0
2020-09-25 05:30:00;8;6;0;0;0;0
2020-09-25 05:45:00;10;5;0;0;0;0
2020-09-25 06:00:00;9;4;0;0;0;0
2020-09-25 06:15:00;14;7;0;0;0;0
2020-09-25 06:30:00;8;6;0;0;0;0
2020-09-25 06:45:00;11;12;0;0;0;0
2020-09-25 07:00:00;8;5;0;3;0;0
2020-09-25 07:15:00;18;9;0;0;0;0
2020-09-25 07:30:00;3;2;0;0;0;0
2020-09-25 07:45:00;
2020-09-25 08:00:00;
2020-09-25 08:15:00;
2020-09-25 08:30:00;
2020-09-25 08:45:00;
2020-09-25 09:00:00;
2020-09-25 09:15:00;5;11;0;1;0;0
2020-09-25 09:30:00;4;12;0;1;0;0
2020-09-25 09:45:00;8;14;0;1;0;0
2020-09-25 10:00:00;10;8;3;0;0;0
2020-09-25 10:15:00;7;16;1;0;0;0
2020-09-25 10:30:00;12;17;0;0;0;0
2020-09-25 10:45:00;6;13;0;0;0;0
2020-09-25 11:00:00;16;17;0;1;0;0
2020-09-25 11:15:00;13;24;2;0;0;0
2020-09-25 11:30:00;9;12;0;0;0;0
2020-09-25 11:45:00;9;22;0;0;0;0
2020-09-25 12:00:00;8;32;1;0;0;0
2020-09-25 12:15:00;8;27;0;0;0;0
2020-09-25 12:30:00;15;15;1;0;0;0
2020-09-25 12:45:00;10;11;1;0;0;0
2020-09-25 13:00:00;7;16;0;2;0;0
2020-09-25 13:15:00;10;19;2;0;0;0
2020-09-25 13:30:00;10;12;0;0;0;0
2020-09-25 13:45:00;11;9;0;0;0;0
2020-09-25 14:00:00;21;11;0;0;0;0
2020-09-25 14:15:00;10;9;0;0;0;0
2020-09-25 14:30:00;19;16;0;0;0;0
2020-09-25 14:45:00;21;18;0;0;0;0
2020-09-25 15:00:00;17;12;0;0;0;0
2020-09-25 15:15:00;11;13;0;2;0;0
2020-09-25 15:30:00;9;14;0;0;0;0
2020-09-25 15:45:00;15;11;0;0;0;0
2020-09-25 16:00:00;12;24;2;0;0;0
2020-09-25 16:15:00;19;14;0;0;0;0
2020-09-25 16:30:00;18;11;0;0;0;0
2020-09-25 16:45:00;14;15;0;0;0;0
2020-09-25 17:00:00;16;10;1;0;0;0
2020-09-25 17:15:00;13;9;0;0;0;0
2020-09-25 17:30:00;15;12;0;0;0;0
2020-09-25 17:45:00;16;6;0;1;0;0
2020-09-25 18:00:00;16;10;0;0;0;0
2020-09-25 18:15:00;13;10;0;0;0;0
2020-09-25 18:30:00;11;10;0;1;0;0
2020-09-25 18:45:00;18;10;0;0;0;0
2020-09-25 19:00:00;7;20;1;0;0;0
2020-09-25 19:15:00;10;0;0;0;0;0
2020-09-25 19:30:00;8;5;0;0;0;0
2020-09-25 19:45:00;5;2;0;0;0;0
2020-09-25 20:00:00;9;6;0;0;0;0
2020-09-25 20:15:00;7;7;0;0;0;0
2020-09-25 20:30:00;9;9;0;0;0;0
2020-09-25 20:45:00;5;1;0;0;0;0
2020-09-25 21:00:00;6;5;0;0;0;0
2020-09-25 21:15:00;6;3;0;0;0;0
2020-09-25 21:30:00;7;5;0;0;0;0
2020-09-25 21:45:00;4;3;0;0;0;0
2020-09-25 22:00:00;4;1;0;0;0;0
2020-09-25 22:15:00;10;0;0;0;0;0
2020-09-25 22:30:00;3;0;0;0;0;0
2020-09-25 22:45:00;5;5;0;0;0;0
2020-09-25 23:00:00;4;3;0;0;0;0
2020-09-25 23:15:00;2;0;0;0;0;0
2020-09-25 23:30:00;4;2;0;0;0;0
2020-09-25 23:45:00;3;0;0;0;0;0
