DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC3);7(DD12);8(TAFBB);9(TAFBC);10(TAFBD);11(TARDB);12(TARDD)
2020-06-29 00:00:00;1;2;5;0;0;3;0;0;0;0;0;0
2020-06-29 00:15:00;1;2;2;0;5;0;0;0;0;0;0;0
2020-06-29 00:30:00;1;1;2;1;0;3;0;0;0;0;0;0
2020-06-29 00:45:00;1;0;1;0;0;1;0;0;0;0;0;0
2020-06-29 01:00:00;1;3;5;2;0;3;0;0;0;0;0;0
2020-06-29 01:15:00;0;0;3;0;1;2;0;0;0;0;0;0
2020-06-29 01:30:00;1;2;2;0;0;1;0;0;0;0;0;0
2020-06-29 01:45:00;0;0;1;0;0;1;0;0;0;0;0;0
2020-06-29 02:00:00;3;2;3;1;0;1;0;0;0;0;0;0
2020-06-29 02:15:00;0;1;3;0;0;2;0;0;0;0;0;0
2020-06-29 02:30:00;1;1;1;0;0;0;0;0;0;0;0;0
2020-06-29 02:45:00;3;3;4;0;0;1;0;0;0;0;0;0
2020-06-29 03:00:00;1;2;5;0;0;1;0;0;0;0;0;0
2020-06-29 03:15:00;0;0;2;0;0;1;0;0;0;0;0;0
2020-06-29 03:30:00;0;1;3;0;0;1;0;0;0;0;0;0
2020-06-29 03:45:00;1;0;2;0;0;1;0;0;0;0;0;0
2020-06-29 04:00:00;2;0;3;0;0;2;0;0;0;0;0;0
2020-06-29 04:15:00;0;0;4;0;0;4;0;0;0;0;0;0
2020-06-29 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-29 04:45:00;2;3;6;0;0;2;0;0;0;0;0;0
2020-06-29 05:00:00;6;6;10;0;0;2;0;0;0;0;0;0
2020-06-29 05:15:00;2;5;8;1;0;4;0;0;0;0;0;0
2020-06-29 05:30:00;11;7;12;1;3;7;0;0;0;0;0;0
2020-06-29 05:45:00;14;15;28;3;4;13;0;0;0;0;0;0
2020-06-29 06:00:00;21;14;26;6;7;14;0;0;0;0;0;0
2020-06-29 06:15:00;23;19;46;9;6;33;0;0;0;0;0;0
2020-06-29 06:30:00;36;23;49;15;10;37;0;0;0;0;0;0
2020-06-29 06:45:00;37;46;75;17;5;41;0;0;0;0;0;0
2020-06-29 07:00:00;39;50;65;38;10;35;0;0;0;0;0;0
