DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-02-22 00:00:00;0;3;0;0;0;0
2020-02-22 00:15:00;5;1;0;0;0;0
2020-02-22 00:30:00;3;1;0;0;0;0
2020-02-22 00:45:00;2;5;0;2;0;0
2020-02-22 01:00:00;0;1;0;0;0;0
2020-02-22 01:15:00;4;1;0;0;0;0
2020-02-22 01:30:00;1;3;0;0;0;0
2020-02-22 01:45:00;2;0;0;0;0;0
2020-02-22 02:00:00;0;2;0;0;0;0
2020-02-22 02:15:00;2;1;0;0;0;0
2020-02-22 02:30:00;0;1;0;0;0;0
2020-02-22 02:45:00;1;6;0;0;0;0
2020-02-22 03:00:00;3;4;0;0;0;0
2020-02-22 03:15:00;0;4;0;0;0;0
2020-02-22 03:30:00;4;1;0;0;0;0
2020-02-22 03:45:00;0;1;0;0;0;0
2020-02-22 04:00:00;0;0;0;0;0;0
2020-02-22 04:15:00;1;2;0;0;0;0
2020-02-22 04:30:00;1;2;0;0;0;0
2020-02-22 04:45:00;1;2;0;0;0;0
2020-02-22 05:00:00;1;4;0;0;0;0
2020-02-22 05:15:00;2;3;0;0;0;0
2020-02-22 05:30:00;3;4;0;0;0;0
2020-02-22 05:45:00;4;4;0;0;0;0
2020-02-22 06:00:00;1;2;0;0;0;0
2020-02-22 06:15:00;0;4;0;0;0;0
2020-02-22 06:30:00;2;2;0;0;0;0
2020-02-22 06:45:00;0;3;0;0;0;0
2020-02-22 07:00:00;3;4;0;0;0;0
2020-02-22 07:15:00;7;5;0;0;0;0
2020-02-22 07:30:00;2;0;0;0;0;0
2020-02-22 07:45:00;3;2;0;0;0;0
2020-02-22 08:00:00;3;4;0;0;0;0
2020-02-22 08:15:00;3;10;0;0;0;0
2020-02-22 08:30:00;7;5;0;0;0;0
2020-02-22 08:45:00;2;2;0;0;0;0
2020-02-22 09:00:00;5;12;0;0;0;0
2020-02-22 09:15:00;6;6;0;0;0;0
2020-02-22 09:30:00;5;8;2;1;0;0
2020-02-22 09:45:00;9;7;1;2;0;0
2020-02-22 10:00:00;7;4;0;0;0;0
2020-02-22 10:15:00;7;6;0;1;0;0
2020-02-22 10:30:00;5;10;3;1;0;0
2020-02-22 10:45:00;10;9;4;0;0;0
2020-02-22 11:00:00;6;11;0;0;0;0
2020-02-22 11:15:00;8;10;0;2;0;0
2020-02-22 11:30:00;10;7;2;1;0;0
2020-02-22 11:45:00;12;9;1;0;0;0
2020-02-22 12:00:00;10;14;2;0;0;0
2020-02-22 12:15:00;1;6;0;1;0;0
2020-02-22 12:30:00;7;12;1;0;0;0
2020-02-22 12:45:00;14;7;0;2;0;0
2020-02-22 13:00:00;8;14;4;2;0;0
2020-02-22 13:15:00;13;7;3;0;0;0
2020-02-22 13:30:00;11;9;1;2;0;0
2020-02-22 13:45:00;11;12;0;2;0;0
2020-02-22 14:00:00;19;15;0;1;0;0
2020-02-22 14:15:00;13;12;1;2;0;0
2020-02-22 14:30:00;10;12;2;5;0;0
2020-02-22 14:45:00;5;14;1;3;0;0
2020-02-22 15:00:00;8;14;3;2;0;0
2020-02-22 15:15:00;14;8;2;1;0;0
2020-02-22 15:30:00;18;15;1;1;0;0
2020-02-22 15:45:00;8;23;1;2;0;0
2020-02-22 16:00:00;6;9;1;0;0;0
2020-02-22 16:15:00;16;15;1;3;0;0
2020-02-22 16:30:00;7;11;4;2;0;0
2020-02-22 16:45:00;10;23;3;3;0;0
2020-02-22 17:00:00;15;13;0;0;0;0
2020-02-22 17:15:00;11;11;3;0;0;0
2020-02-22 17:30:00;13;17;3;1;0;0
2020-02-22 17:45:00;9;14;4;3;0;0
2020-02-22 18:00:00;10;14;0;1;0;0
2020-02-22 18:15:00;6;16;3;0;0;0
2020-02-22 18:30:00;14;3;0;0;0;0
2020-02-22 18:45:00;2;7;2;0;0;0
2020-02-22 19:00:00;10;8;0;0;0;0
2020-02-22 19:15:00;9;4;2;1;0;0
2020-02-22 19:30:00;8;7;0;0;0;0
2020-02-22 19:45:00;13;7;2;1;0;0
2020-02-22 20:00:00;14;2;0;0;0;0
2020-02-22 20:15:00;9;7;0;0;0;0
2020-02-22 20:30:00;2;4;0;0;0;0
2020-02-22 20:45:00;3;5;0;0;0;0
2020-02-22 21:00:00;1;1;0;0;0;0
2020-02-22 21:15:00;7;2;0;0;0;0
2020-02-22 21:30:00;4;2;0;0;0;0
2020-02-22 21:45:00;6;6;0;0;0;0
2020-02-22 22:00:00;2;2;0;0;0;0
2020-02-22 22:15:00;5;5;0;0;0;0
2020-02-22 22:30:00;2;1;0;0;0;0
2020-02-22 22:45:00;3;3;0;0;0;0
2020-02-22 23:00:00;2;1;0;0;0;0
2020-02-22 23:15:00;3;3;0;0;0;0
2020-02-22 23:30:00;2;0;0;0;0;0
2020-02-22 23:45:00;2;5;0;0;0;0
