DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DBL1);7(DBL2);8(DC1);9(DC2);10(DC3);11(DC4);12(DC5);13(DC6);14(DC7);15(TAFGA);16(TAFGB);17(TAFBA);18(TAFBB);19(TAFBC);20(TAFBD)
2020-05-24 00:00:00;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 00:15:00;0;7;0;2;1;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-24 00:30:00;0;1;0;6;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-24 00:45:00;0;1;0;2;3;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 01:00:00;0;6;0;4;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 01:15:00;1;1;0;2;5;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0
2020-05-24 01:30:00;0;8;0;3;1;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 01:45:00;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 02:00:00;1;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 02:15:00;0;2;0;2;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-24 02:30:00;0;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 02:45:00;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 03:00:00;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-24 03:15:00;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 03:30:00;0;0;0;3;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-05-24 03:45:00;0;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-24 04:00:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 04:15:00;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 04:30:00;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 04:45:00;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 05:00:00;0;3;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 05:15:00;1;4;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 05:30:00;0;5;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 05:45:00;1;8;0;6;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 06:00:00;0;5;0;4;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-24 06:15:00;1;8;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 06:30:00;0;4;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 06:45:00;0;6;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 07:00:00;0;5;0;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-24 07:15:00;3;2;0;2;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-05-24 07:30:00;2;5;0;1;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0
