DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DB4);6(DB5);7(DC1);8(DD1);9(DD2);10(DD3);11(DD4);12(DD5);13(TAFGA);14(TAFBA);15(TAFBB);16(TAFGC);17(TAFBC);18(TAFBD)
2020-08-03 00:00:00;3;2;1;0;0;0;3;2;3;0;0;0;0;0;0;0;0;0
2020-08-03 00:15:00;3;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0
2020-08-03 00:30:00;2;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
2020-08-03 00:45:00;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-08-03 01:00:00;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-08-03 01:15:00;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
2020-08-03 01:30:00;3;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-08-03 01:45:00;2;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2020-08-03 02:00:00;4;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-08-03 02:15:00;2;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
2020-08-03 02:30:00;3;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
2020-08-03 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-08-03 03:00:00;5;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0
2020-08-03 03:15:00;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
2020-08-03 03:30:00;2;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-08-03 03:45:00;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2020-08-03 04:00:00;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
