DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-01-25 00:00:00;0;1;0;0;0;0
2020-01-25 00:15:00;1;0;0;0;0;0
2020-01-25 00:30:00;0;3;0;0;0;0
2020-01-25 00:45:00;0;1;0;0;0;0
2020-01-25 01:00:00;2;5;0;0;0;0
2020-01-25 01:15:00;0;1;0;0;0;0
2020-01-25 01:30:00;2;2;0;0;0;0
2020-01-25 01:45:00;0;2;0;0;0;0
2020-01-25 02:00:00;3;1;0;0;0;0
2020-01-25 02:15:00;1;2;0;0;0;0
2020-01-25 02:30:00;1;1;0;0;0;0
2020-01-25 02:45:00;1;1;0;0;0;0
2020-01-25 03:00:00;0;2;0;0;0;0
2020-01-25 03:15:00;0;0;0;0;0;0
2020-01-25 03:30:00;1;2;0;0;0;0
2020-01-25 03:45:00;0;1;0;0;0;0
2020-01-25 04:00:00;0;0;0;0;0;0
2020-01-25 04:15:00;0;0;0;0;0;0
2020-01-25 04:30:00;0;0;0;0;0;0
2020-01-25 04:45:00;1;1;0;0;0;0
2020-01-25 05:00:00;2;0;0;0;0;0
2020-01-25 05:15:00;0;0;0;0;0;0
2020-01-25 05:30:00;1;2;0;0;0;0
2020-01-25 05:45:00;3;0;0;0;0;0
2020-01-25 06:00:00;1;3;0;0;0;0
2020-01-25 06:15:00;1;0;0;0;0;0
2020-01-25 06:30:00;0;4;0;0;0;0
2020-01-25 06:45:00;3;2;0;0;0;0
2020-01-25 07:00:00;1;3;0;0;0;0
2020-01-25 07:15:00;1;5;0;0;0;0
2020-01-25 07:30:00;0;2;0;0;0;0
2020-01-25 07:45:00;6;1;0;0;0;0
2020-01-25 08:00:00;5;2;0;0;0;0
2020-01-25 08:15:00;6;6;0;0;0;0
2020-01-25 08:30:00;4;3;0;0;0;0
2020-01-25 08:45:00;5;6;0;0;0;0
2020-01-25 09:00:00;3;3;0;0;0;0
2020-01-25 09:15:00;12;0;0;0;0;0
2020-01-25 09:30:00;12;7;0;1;0;0
2020-01-25 09:45:00;13;9;0;0;0;0
2020-01-25 10:00:00;9;5;0;0;0;0
2020-01-25 10:15:00;8;10;0;1;0;0
2020-01-25 10:30:00;12;9;0;0;0;0
2020-01-25 10:45:00;7;5;1;0;0;0
2020-01-25 11:00:00;15;9;0;0;0;0
2020-01-25 11:15:00;12;12;0;0;0;0
2020-01-25 11:30:00;15;9;0;0;0;0
2020-01-25 11:45:00;17;13;0;4;0;0
2020-01-25 12:00:00;13;17;0;0;0;0
2020-01-25 12:15:00;13;12;0;0;0;0
2020-01-25 12:30:00;9;8;0;0;0;0
2020-01-25 12:45:00;11;12;0;0;0;0
2020-01-25 13:00:00;12;16;2;0;0;0
2020-01-25 13:15:00;6;13;0;2;0;0
2020-01-25 13:30:00;7;8;0;0;0;0
2020-01-25 13:45:00;6;9;2;0;0;0
2020-01-25 14:00:00;8;13;0;9;0;0
2020-01-25 14:15:00;12;13;1;0;0;0
2020-01-25 14:30:00;12;14;3;2;0;0
2020-01-25 14:45:00;12;9;2;3;0;0
2020-01-25 15:00:00;5;11;0;0;0;0
2020-01-25 15:15:00;12;11;3;0;0;0
2020-01-25 15:30:00;9;5;6;0;0;0
2020-01-25 15:45:00;12;12;0;1;0;0
2020-01-25 16:00:00;11;12;0;4;0;0
2020-01-25 16:15:00;15;20;0;2;0;0
2020-01-25 16:30:00;15;9;3;1;0;0
2020-01-25 16:45:00;11;14;0;3;0;0
2020-01-25 17:00:00;7;10;1;1;0;0
2020-01-25 17:15:00;10;10;0;0;0;0
2020-01-25 17:30:00;10;10;0;0;0;0
2020-01-25 17:45:00;10;13;2;0;0;0
2020-01-25 18:00:00;16;10;0;0;0;0
2020-01-25 18:15:00;9;12;2;0;0;0
2020-01-25 18:30:00;3;10;0;0;0;0
2020-01-25 18:45:00;15;10;0;0;0;0
2020-01-25 19:00:00;11;12;0;0;0;0
2020-01-25 19:15:00;9;6;0;0;0;0
2020-01-25 19:30:00;7;10;0;0;0;0
2020-01-25 19:45:00;3;6;0;0;0;0
2020-01-25 20:00:00;4;8;0;0;0;0
2020-01-25 20:15:00;5;3;0;0;0;0
2020-01-25 20:30:00;10;3;0;0;0;0
2020-01-25 20:45:00;3;6;0;0;0;0
2020-01-25 21:00:00;4;3;0;0;0;0
2020-01-25 21:15:00;7;4;0;0;0;0
2020-01-25 21:30:00;5;3;0;0;0;0
2020-01-25 21:45:00;4;7;0;0;0;0
2020-01-25 22:00:00;3;4;0;0;0;0
2020-01-25 22:15:00;3;8;0;0;0;0
2020-01-25 22:30:00;5;3;0;0;0;0
2020-01-25 22:45:00;4;4;0;0;0;0
2020-01-25 23:00:00;5;1;0;0;0;0
2020-01-25 23:15:00;3;3;0;0;0;0
2020-01-25 23:30:00;3;3;0;0;0;0
2020-01-25 23:45:00;3;2;0;0;0;0
