DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DC1);8(DC2);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC)
2020-06-29 00:00:00;9;2;6;3;2;1;2;13;0;0;0;0;0
2020-06-29 00:15:00;8;7;7;4;0;0;0;14;0;0;0;0;0
2020-06-29 00:30:00;10;11;10;6;0;0;0;17;0;0;0;0;0
2020-06-29 00:45:00;10;4;5;0;0;0;0;14;0;0;0;0;0
2020-06-29 01:00:00;5;5;7;2;0;0;0;10;0;0;0;0;0
2020-06-29 01:15:00;6;6;6;0;0;0;0;14;0;0;0;0;0
2020-06-29 01:30:00;6;3;4;1;0;0;0;6;0;0;0;0;0
2020-06-29 01:45:00;10;5;4;2;0;0;0;3;0;0;0;0;0
2020-06-29 02:00:00;7;1;2;0;0;0;0;3;0;0;0;0;0
2020-06-29 02:15:00;9;2;3;4;0;0;0;6;0;0;0;0;0
2020-06-29 02:30:00;10;2;3;2;0;0;0;6;0;0;0;0;0
2020-06-29 02:45:00;5;3;5;4;0;0;0;4;0;0;0;0;0
2020-06-29 03:00:00;10;3;2;2;1;1;0;1;0;0;0;0;0
2020-06-29 03:15:00;4;1;1;0;0;0;0;4;0;0;0;0;0
2020-06-29 03:30:00;3;0;0;0;0;0;1;3;0;0;0;0;0
2020-06-29 03:45:00;5;5;5;1;0;0;0;6;0;0;0;0;0
2020-06-29 04:00:00;13;4;4;2;1;1;0;6;0;0;0;0;0
2020-06-29 04:15:00;12;3;4;1;0;0;0;4;0;0;0;0;0
2020-06-29 04:30:00;13;9;11;1;0;0;0;12;0;0;0;0;0
2020-06-29 04:45:00;15;4;4;3;4;3;3;12;0;0;0;0;0
2020-06-29 05:00:00;16;12;14;7;3;2;2;26;0;0;0;0;0
2020-06-29 05:15:00;34;14;20;8;5;5;2;50;0;0;0;0;0
2020-06-29 05:30:00;51;16;25;5;10;11;5;86;0;0;0;0;0
2020-06-29 05:45:00;54;22;31;8;6;5;2;76;0;1;0;0;0
2020-06-29 06:00:00;71;16;20;8;4;4;8;70;0;0;0;0;0
2020-06-29 06:15:00;92;14;18;11;5;7;10;85;0;0;0;0;0
2020-06-29 06:30:00;118;25;33;9;8;8;12;127;0;0;0;0;0
2020-06-29 06:45:00;94;21;33;24;15;17;17;139;0;3;0;0;0
2020-06-29 07:00:00;132;18;23;16;8;11;10;161;0;0;0;0;0
2020-06-29 07:15:00;187;21;24;22;16;19;17;191;0;1;0;0;0
2020-06-29 07:30:00;195;25;29;19;21;22;22;188;3;0;0;0;0
2020-06-29 07:45:00;181;25;31;17;12;14;57;203;1;1;0;0;0
2020-06-29 08:00:00;158;26;34;18;21;20;27;188;0;0;0;0;0
2020-06-29 08:15:00;144;23;21;18;26;27;21;156;3;1;0;0;0
2020-06-29 08:30:00;137;25;30;25;27;32;13;174;3;1;0;0;0
2020-06-29 08:45:00;161;21;25;16;28;30;20;241;1;1;0;0;0
2020-06-29 09:00:00;151;33;40;29;31;34;22;160;0;0;0;0;0
2020-06-29 09:15:00;143;26;36;30;29;32;14;176;5;0;0;0;0
2020-06-29 09:30:00;144;23;30;16;26;32;23;178;3;0;0;0;0
2020-06-29 09:45:00;156;30;32;23;27;27;19;181;3;1;0;0;0
2020-06-29 10:00:00;137;25;28;23;45;47;24;196;2;1;0;0;0
2020-06-29 10:15:00;169;26;29;27;32;36;18;183;2;4;0;0;0
2020-06-29 10:30:00;179;27;29;22;36;35;24;202;2;1;0;0;0
2020-06-29 10:45:00;146;28;33;22;26;28;21;196;1;1;0;0;0
2020-06-29 11:00:00;187;25;33;28;39;37;22;182;1;1;0;0;0
2020-06-29 11:15:00;180;32;32;26;41;40;26;189;4;0;0;0;0
2020-06-29 11:30:00;202;17;26;11;34;32;19;202;6;1;0;0;0
2020-06-29 11:45:00;195;22;28;20;29;30;18;200;2;3;0;0;0
2020-06-29 12:00:00;168;15;21;11;22;22;10;198;4;0;0;0;0
2020-06-29 12:15:00;182;15;21;15;26;27;14;191;1;0;0;0;0
2020-06-29 12:30:00;181;18;22;23;20;21;21;216;1;1;0;0;0
2020-06-29 12:45:00;194;23;30;21;18;18;17;179;3;0;0;0;0
2020-06-29 13:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 13:15:00;203;27;33;27;26;27;28;222;2;0;0;0;0
2020-06-29 13:30:00;190;18;19;15;32;35;16;191;1;3;0;0;0
2020-06-29 13:45:00;158;21;30;22;44;41;14;165;2;1;0;0;0
2020-06-29 14:00:00;196;25;32;24;29;29;13;193;1;3;0;0;0
2020-06-29 14:15:00;175;20;32;21;24;31;22;184;2;2;0;0;0
2020-06-29 14:30:00;192;32;32;29;26;25;16;196;2;1;0;0;0
2020-06-29 14:45:00;191;20;26;22;34;28;3;202;0;0;0;0;0
2020-06-29 15:00:00;168;27;32;24;32;38;11;187;3;0;0;0;0
2020-06-29 15:15:00;192;25;30;24;33;36;12;201;0;0;0;0;0
2020-06-29 15:30:00;196;21;32;26;29;29;21;188;5;1;0;0;0
2020-06-29 15:45:00;237;15;17;15;28;33;19;230;0;0;0;0;0
2020-06-29 16:00:00;203;18;31;23;29;31;11;213;2;0;0;0;0
2020-06-29 16:15:00;191;23;28;21;34;38;18;212;4;0;0;0;0
2020-06-29 16:30:00;202;28;32;19;41;43;16;214;3;0;0;0;0
2020-06-29 16:45:00;191;20;29;17;37;35;15;196;3;0;0;0;0
2020-06-29 17:00:00;188;26;25;22;47;46;20;191;3;0;0;0;0
2020-06-29 17:15:00;199;22;22;23;33;32;19;219;2;0;0;0;0
2020-06-29 17:30:00;205;23;29;18;29;29;20;197;2;0;0;0;0
2020-06-29 17:45:00;159;23;30;12;22;25;16;235;2;1;0;0;0
2020-06-29 18:00:00;186;15;20;7;30;36;17;192;1;2;0;0;0
2020-06-29 18:15:00;175;29;30;15;26;26;19;180;3;1;0;0;0
2020-06-29 18:30:00;197;18;20;16;27;29;15;185;5;1;0;0;0
2020-06-29 18:45:00;159;16;20;12;20;24;14;148;0;0;0;0;0
2020-06-29 19:00:00;174;24;25;22;20;22;7;126;1;2;0;0;0
2020-06-29 19:15:00;132;9;18;6;6;5;6;119;1;0;0;0;0
2020-06-29 19:30:00;112;18;22;7;14;16;2;119;0;0;0;0;0
2020-06-29 19:45:00;129;21;27;19;15;16;13;111;0;1;0;0;0
2020-06-29 20:00:00;116;14;19;7;19;18;5;92;0;0;0;0;0
2020-06-29 20:15:00;102;13;14;6;9;8;5;82;0;0;0;0;0
2020-06-29 20:30:00;92;18;26;4;8;9;7;85;0;1;0;0;0
2020-06-29 20:45:00;72;17;22;6;7;9;2;70;0;0;0;0;0
2020-06-29 21:00:00;76;16;19;7;26;29;2;70;0;0;0;0;0
2020-06-29 21:15:00;52;14;18;8;4;4;4;90;0;0;0;0;0
2020-06-29 21:30:00;65;11;8;4;6;8;5;70;0;0;0;0;0
2020-06-29 21:45:00;64;10;17;6;5;4;5;59;0;0;0;0;0
2020-06-29 22:00:00;67;10;15;6;6;5;7;69;0;0;0;0;0
2020-06-29 22:15:00;46;8;13;2;2;1;4;48;0;0;0;0;0
2020-06-29 22:30:00;46;3;6;3;1;1;0;47;0;0;0;0;0
2020-06-29 22:45:00;30;4;13;3;2;0;3;38;0;0;0;0;0
2020-06-29 23:00:00;33;3;7;4;2;2;1;34;0;0;0;0;0
2020-06-29 23:15:00;17;4;8;1;4;3;4;26;0;0;0;0;0
2020-06-29 23:30:00;20;3;6;2;2;2;2;12;0;0;0;0;0
