DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-08-29 00:00:00;1;11;8;0;0;6;0;0;6;0;0;4;0;0;0;0;0
2020-08-29 00:15:00;3;21;4;1;0;8;1;0;9;1;0;0;0;0;0;0;0
2020-08-29 00:30:00;1;9;6;0;0;14;0;0;13;1;0;1;0;0;0;0;0
2020-08-29 00:45:00;0;7;6;0;0;6;0;0;6;0;2;1;0;0;0;0;0
2020-08-29 01:00:00;2;8;6;1;0;10;4;0;11;3;1;2;0;0;0;0;0
2020-08-29 01:15:00;2;8;2;0;0;7;0;0;6;0;1;1;0;0;0;0;0
2020-08-29 01:30:00;2;5;2;1;1;6;1;0;6;1;0;1;0;0;0;0;0
2020-08-29 01:45:00;0;6;3;0;0;1;0;0;1;0;1;2;0;0;0;0;0
2020-08-29 02:00:00;0;2;1;0;0;5;0;0;5;0;0;1;0;0;0;0;0
2020-08-29 02:15:00;0;0;4;0;0;5;0;0;6;0;1;1;0;0;0;0;0
2020-08-29 02:30:00;1;0;4;0;0;7;0;0;7;1;0;1;0;0;0;0;0
2020-08-29 02:45:00;1;5;1;0;0;4;0;0;4;0;0;1;0;0;0;0;0
2020-08-29 03:00:00;0;3;5;0;0;4;0;0;4;0;0;2;0;0;0;0;0
2020-08-29 03:15:00;0;0;4;0;0;3;0;0;3;0;1;2;0;0;0;0;0
2020-08-29 03:30:00;1;4;2;1;1;2;1;0;3;1;0;3;0;0;0;0;0
2020-08-29 03:45:00;0;2;4;0;0;6;0;0;5;1;0;0;0;0;0;0;0
2020-08-29 04:00:00;0;5;5;0;0;6;0;0;5;0;0;1;0;0;0;0;0
2020-08-29 04:15:00;2;5;1;1;1;8;3;1;12;2;0;3;0;0;0;0;0
2020-08-29 04:30:00;0;2;2;0;1;3;1;1;3;0;0;2;0;0;0;0;0
2020-08-29 04:45:00;0;3;1;0;0;4;0;0;4;1;0;0;0;0;0;0;0
2020-08-29 05:00:00;3;5;2;1;0;2;1;0;2;1;0;1;0;0;0;0;0
