DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFGA);12(TAFBA)
2020-06-29 00:00:00;3;5;1;2;2;6;4;4;3;3;0;0
2020-06-29 00:15:00;6;4;1;0;2;8;6;3;1;5;0;0
2020-06-29 00:30:00;3;1;2;2;2;8;8;5;2;2;0;0
2020-06-29 00:45:00;8;4;2;1;4;5;4;3;3;1;0;0
2020-06-29 01:00:00;4;7;0;0;0;8;7;3;1;1;0;0
2020-06-29 01:15:00;3;3;1;0;0;9;6;2;2;1;0;0
2020-06-29 01:30:00;1;0;0;0;0;7;3;2;1;0;0;0
2020-06-29 01:45:00;4;1;0;0;0;3;5;4;1;3;0;0
2020-06-29 02:00:00;0;0;0;0;1;1;3;2;2;1;0;0
2020-06-29 02:15:00;2;0;0;0;2;2;3;2;3;3;0;0
2020-06-29 02:30:00;2;1;1;1;1;2;2;1;2;1;0;0
2020-06-29 02:45:00;6;3;0;2;3;4;1;2;1;2;0;0
2020-06-29 03:00:00;1;3;0;2;2;3;5;5;1;1;0;0
2020-06-29 03:15:00;2;2;0;0;0;4;4;1;4;0;0;0
2020-06-29 03:30:00;3;2;1;1;1;1;6;4;4;3;0;0
2020-06-29 03:45:00;5;2;1;1;1;2;1;0;3;2;0;0
2020-06-29 04:00:00;5;3;0;4;4;8;4;1;3;0;0;0
2020-06-29 04:15:00;6;4;1;1;1;3;5;0;3;1;0;0
2020-06-29 04:30:00;11;3;1;2;3;2;4;3;6;2;0;0
2020-06-29 04:45:00;14;13;1;1;1;8;8;4;13;2;0;0
2020-06-29 05:00:00;19;14;0;3;4;17;16;4;16;8;1;1
2020-06-29 05:15:00;35;15;2;7;12;41;38;6;25;7;0;0
2020-06-29 05:30:00;49;30;1;4;8;46;53;27;42;11;0;0
2020-06-29 05:45:00;43;29;2;3;7;58;64;27;35;10;1;0
2020-06-29 06:00:00;39;12;5;10;13;61;61;32;40;15;3;3
2020-06-29 06:15:00;49;18;2;8;10;75;86;43;41;30;3;2
2020-06-29 06:30:00;66;35;2;11;19;101;111;54;67;23;2;4
2020-06-29 06:45:00;56;30;2;14;19;125;131;67;68;41;0;6
2020-06-29 07:00:00;57;36;1;16;16;133;147;89;62;50;1;0
2020-06-29 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 07:30:00;80;47;5;22;29;130;139;77;83;25;1;2
2020-06-29 07:45:00;86;41;7;17;17;190;105;98;89;23;1;1
