DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-07-13 00:00:00;2;1;0;0;0;0
2020-07-13 00:15:00;2;0;0;0;0;0
2020-07-13 00:30:00;1;0;0;0;0;0
2020-07-13 00:45:00;1;0;0;0;0;0
2020-07-13 01:00:00;1;1;0;0;0;0
2020-07-13 01:15:00;2;1;0;0;0;0
2020-07-13 01:30:00;0;1;0;0;0;0
2020-07-13 01:45:00;1;0;0;0;0;0
2020-07-13 02:00:00;0;0;0;0;0;0
2020-07-13 02:15:00;0;2;0;0;0;0
2020-07-13 02:30:00;0;0;0;0;0;0
2020-07-13 02:45:00;0;0;0;0;0;0
2020-07-13 03:00:00;3;0;0;0;0;0
2020-07-13 03:15:00;1;0;0;0;0;0
2020-07-13 03:30:00;0;1;0;0;0;0
2020-07-13 03:45:00;0;1;0;0;0;0
2020-07-13 04:00:00;2;2;0;0;0;0
2020-07-13 04:15:00;0;1;0;0;0;0
2020-07-13 04:30:00;0;2;0;0;0;0
2020-07-13 04:45:00;1;0;0;0;0;0
2020-07-13 05:00:00;2;2;0;0;0;0
2020-07-13 05:15:00;5;3;0;0;0;0
2020-07-13 05:30:00;9;6;0;0;0;0
2020-07-13 05:45:00;17;8;0;0;0;0
2020-07-13 06:00:00;15;5;0;0;0;0
2020-07-13 06:15:00;9;7;0;0;0;0
2020-07-13 06:30:00;11;8;0;0;0;0
2020-07-13 06:45:00;12;17;0;1;0;0
2020-07-13 07:00:00;18;15;0;2;0;0
2020-07-13 07:15:00;12;12;0;4;0;0
2020-07-13 07:30:00;18;14;2;2;0;0
2020-07-13 07:45:00;14;13;6;2;0;0
2020-07-13 08:00:00;10;7;0;0;0;0
2020-07-13 08:15:00;10;20;0;0;0;0
2020-07-13 08:30:00;9;18;0;1;0;0
2020-07-13 08:45:00;8;14;0;1;0;0
2020-07-13 09:00:00;8;14;2;2;0;0
2020-07-13 09:15:00;14;8;3;0;0;0
2020-07-13 09:30:00;12;15;3;0;0;0
2020-07-13 09:45:00;8;16;1;2;0;0
2020-07-13 10:00:00;7;6;1;2;0;0
2020-07-13 10:15:00;15;11;2;0;0;0
2020-07-13 10:30:00;4;7;0;1;0;0
2020-07-13 10:45:00;16;12;0;2;0;0
2020-07-13 11:00:00;12;13;2;2;0;0
2020-07-13 11:15:00;13;6;0;0;0;0
2020-07-13 11:30:00;16;10;0;1;0;0
2020-07-13 11:45:00;12;13;0;0;0;0
2020-07-13 12:00:00;11;14;0;2;0;0
2020-07-13 12:15:00;21;17;5;2;0;0
2020-07-13 12:30:00;9;12;1;0;0;0
2020-07-13 12:45:00;17;15;1;1;0;0
2020-07-13 13:00:00;8;10;1;4;0;0
2020-07-13 13:15:00;7;5;1;2;0;0
2020-07-13 13:30:00;12;18;0;1;0;0
2020-07-13 13:45:00;14;12;1;1;0;0
2020-07-13 14:00:00;12;17;0;1;0;0
2020-07-13 14:15:00;18;16;0;0;0;0
2020-07-13 14:30:00;17;19;0;1;0;0
2020-07-13 14:45:00;11;16;5;1;0;0
2020-07-13 15:00:00;15;12;2;3;0;0
2020-07-13 15:15:00;19;11;2;0;0;0
2020-07-13 15:30:00;23;24;1;5;0;0
2020-07-13 15:45:00;9;19;6;3;0;0
2020-07-13 16:00:00;24;38;5;1;0;0
2020-07-13 16:15:00;17;31;1;1;0;0
2020-07-13 16:30:00;12;52;6;1;0;0
2020-07-13 16:45:00;18;33;2;5;0;0
2020-07-13 17:00:00;20;14;3;1;0;0
2020-07-13 17:15:00;21;33;16;1;0;0
2020-07-13 17:30:00;21;14;3;0;0;0
2020-07-13 17:45:00;21;27;3;2;0;0
2020-07-13 18:00:00;18;19;3;0;0;0
2020-07-13 18:15:00;14;12;2;0;0;0
2020-07-13 18:30:00;15;15;4;1;0;0
2020-07-13 18:45:00;15;12;1;1;0;0
2020-07-13 19:00:00;15;15;1;3;0;0
2020-07-13 19:15:00;10;15;2;0;0;0
2020-07-13 19:30:00;12;6;1;0;0;0
2020-07-13 19:45:00;3;12;0;0;0;0
2020-07-13 20:00:00;7;9;0;0;0;0
2020-07-13 20:15:00;7;6;1;0;0;0
2020-07-13 20:30:00;4;6;0;1;0;0
2020-07-13 20:45:00;5;6;0;0;0;0
2020-07-13 21:00:00;6;6;0;0;0;0
2020-07-13 21:15:00;2;8;1;0;0;0
2020-07-13 21:30:00;8;0;0;0;0;0
2020-07-13 21:45:00;9;8;0;0;0;0
2020-07-13 22:00:00;4;3;0;0;0;0
2020-07-13 22:15:00;1;2;1;0;0;0
2020-07-13 22:30:00;1;2;0;0;0;0
2020-07-13 22:45:00;2;0;0;0;0;0
2020-07-13 23:00:00;2;3;0;0;0;0
2020-07-13 23:15:00;2;0;1;0;0;0
2020-07-13 23:30:00;2;1;0;0;0;0
2020-07-13 23:45:00;4;1;0;0;0;0
