DATUM;1(TAFGA);2(TAFBA)
2020-09-15 00:00:00;0;0
2020-09-15 00:15:00;0;0
2020-09-15 00:30:00;0;0
2020-09-15 00:45:00;0;0
2020-09-15 01:00:00;0;0
2020-09-15 01:15:00;0;0
2020-09-15 01:30:00;0;0
2020-09-15 01:45:00;0;0
2020-09-15 02:00:00;0;0
2020-09-15 02:15:00;0;0
2020-09-15 02:30:00;0;0
2020-09-15 02:45:00;0;0
2020-09-15 03:00:00;0;0
2020-09-15 03:15:00;0;0
2020-09-15 03:30:00;0;0
2020-09-15 03:45:00;0;0
2020-09-15 04:00:00;0;0
2020-09-15 04:15:00;0;0
2020-09-15 04:30:00;0;0
2020-09-15 04:45:00;0;0
2020-09-15 05:00:00;0;0
2020-09-15 05:15:00;0;0
2020-09-15 05:30:00;0;0
2020-09-15 05:45:00;0;0
2020-09-15 06:00:00;1;0
2020-09-15 06:15:00;0;0
2020-09-15 06:30:00;0;0
2020-09-15 06:45:00;3;0
2020-09-15 07:00:00;14;0
2020-09-15 07:15:00;23;2
2020-09-15 07:30:00;86;9
2020-09-15 07:45:00;3;0
2020-09-15 08:00:00;63;0
2020-09-15 08:15:00;27;5
2020-09-15 08:30:00;55;68
2020-09-15 08:45:00;8;0
2020-09-15 09:00:00;19;0
2020-09-15 09:15:00;1;0
2020-09-15 09:30:00;10;0
2020-09-15 09:45:00;2;0
2020-09-15 10:00:00;8;0
2020-09-15 10:15:00;4;0
2020-09-15 10:30:00;0;0
2020-09-15 10:45:00;18;0
2020-09-15 11:00:00;10;0
2020-09-15 11:15:00;10;0
2020-09-15 11:30:00;5;0
2020-09-15 11:45:00;7;0
2020-09-15 12:00:00;12;0
2020-09-15 12:15:00;10;0
2020-09-15 12:30:00;8;0
2020-09-15 12:45:00;22;0
2020-09-15 13:00:00;43;39
2020-09-15 13:15:00;105;6
2020-09-15 13:30:00;16;0
2020-09-15 13:45:00;26;0
2020-09-15 14:00:00;83;0
2020-09-15 14:15:00;71;0
2020-09-15 14:30:00;14;0
2020-09-15 14:45:00;43;0
2020-09-15 15:00:00;11;0
2020-09-15 15:15:00;91;0
2020-09-15 15:30:00;22;0
2020-09-15 15:45:00;32;0
2020-09-15 16:00:00;151;8
2020-09-15 16:15:00;3;0
2020-09-15 16:30:00;24;0
2020-09-15 16:45:00;0;0
2020-09-15 17:00:00;23;20
2020-09-15 17:15:00;37;0
2020-09-15 17:30:00;22;0
2020-09-15 17:45:00;30;0
2020-09-15 18:00:00;11;1
2020-09-15 18:15:00;9;1
2020-09-15 18:30:00;24;3
2020-09-15 18:45:00;1;0
2020-09-15 19:00:00;0;0
2020-09-15 19:15:00;0;0
2020-09-15 19:30:00;3;0
2020-09-15 19:45:00;2;0
2020-09-15 20:00:00;1;0
2020-09-15 20:15:00;0;0
2020-09-15 20:30:00;0;0
2020-09-15 20:45:00;0;0
2020-09-15 21:00:00;0;0
2020-09-15 21:15:00;1;0
2020-09-15 21:30:00;1;0
2020-09-15 21:45:00;0;0
2020-09-15 22:00:00;3;0
2020-09-15 22:15:00;0;0
2020-09-15 22:30:00;0;0
2020-09-15 22:45:00;0;0
2020-09-15 23:00:00;0;0
2020-09-15 23:15:00;0;0
2020-09-15 23:30:00;0;0
