DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-10-13 00:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 00:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 00:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 00:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 01:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 01:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 01:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 01:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 02:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 02:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 02:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 02:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 03:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 03:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 03:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 03:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 04:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 04:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 04:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 04:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 05:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 05:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 05:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 05:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 06:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 06:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 06:30:00;1;0;0;0;0;0;0;0;0
2020-10-13 06:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 07:00:00;92;0;0;0;0;0;0;0;0
2020-10-13 07:15:00;16;0;0;0;0;0;0;0;0
2020-10-13 07:30:00;38;3;0;0;0;0;0;0;0
2020-10-13 07:45:00;44;6;0;0;0;0;0;0;0
2020-10-13 08:00:00;32;2;0;0;0;0;0;0;0
2020-10-13 08:15:00;26;8;0;0;0;0;0;0;0
2020-10-13 08:30:00;17;0;0;0;0;0;0;0;0
2020-10-13 08:45:00;19;0;0;0;0;0;0;0;0
2020-10-13 09:00:00;1;0;0;0;0;0;0;0;0
2020-10-13 09:15:00;3;0;0;0;0;0;0;0;0
2020-10-13 09:30:00;7;0;0;0;0;0;0;0;0
2020-10-13 09:45:00;10;0;0;0;0;0;0;0;0
2020-10-13 10:00:00;2;0;0;0;0;0;0;0;0
2020-10-13 10:15:00;18;1;0;0;0;0;0;0;0
2020-10-13 10:30:00;7;1;0;0;0;0;0;0;0
2020-10-13 10:45:00;8;0;0;0;0;0;0;0;0
2020-10-13 11:00:00;14;0;0;0;0;0;0;0;0
2020-10-13 11:15:00;10;0;0;0;0;0;0;0;0
2020-10-13 11:30:00;23;0;0;0;0;0;0;0;0
2020-10-13 11:45:00;10;1;0;0;0;0;0;0;0
2020-10-13 12:00:00;10;1;0;0;0;0;0;0;0
2020-10-13 12:15:00;29;0;0;0;0;0;0;0;0
2020-10-13 12:30:00;6;0;0;0;0;0;0;0;0
2020-10-13 12:45:00;7;1;0;0;0;0;0;0;0
2020-10-13 13:00:00;46;0;0;0;0;0;0;0;0
2020-10-13 13:15:00;31;1;0;0;0;0;0;0;0
2020-10-13 13:30:00;5;0;0;0;0;0;0;0;0
2020-10-13 13:45:00;48;1;0;0;0;0;0;0;0
2020-10-13 14:00:00;36;0;0;0;0;0;0;0;0
2020-10-13 14:15:00;4;0;0;0;0;0;0;0;0
2020-10-13 14:30:00;28;0;0;0;0;0;0;0;0
2020-10-13 14:45:00;28;1;0;0;0;0;0;0;0
2020-10-13 15:00:00;27;12;0;0;0;0;0;0;0
2020-10-13 15:15:00;18;0;0;0;0;0;0;0;0
2020-10-13 15:30:00;16;13;0;0;0;0;0;0;0
2020-10-13 15:45:00;57;1;0;0;0;0;0;0;0
2020-10-13 16:00:00;34;0;0;0;0;0;0;0;0
2020-10-13 16:15:00;38;0;0;0;0;0;0;0;0
2020-10-13 16:30:00;6;3;0;0;0;0;0;0;0
2020-10-13 16:45:00;2;0;0;0;0;0;0;0;0
2020-10-13 17:00:00;4;2;0;0;0;0;0;0;0
2020-10-13 17:15:00;11;0;0;0;0;0;0;0;0
2020-10-13 17:30:00;12;1;0;0;0;0;0;0;0
2020-10-13 17:45:00;22;0;0;0;0;0;0;0;0
2020-10-13 18:00:00;13;1;0;0;0;0;0;0;0
2020-10-13 18:15:00;7;0;0;0;0;0;0;0;0
2020-10-13 18:30:00;25;6;0;0;0;0;0;0;0
2020-10-13 18:45:00;5;0;0;0;0;0;0;0;0
2020-10-13 19:00:00;15;0;0;0;0;0;0;0;0
2020-10-13 19:15:00;2;0;0;0;0;0;0;0;0
2020-10-13 19:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 19:45:00;0;4;0;0;0;0;0;0;0
2020-10-13 20:00:00;2;0;0;0;0;0;0;0;0
2020-10-13 20:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 20:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 20:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 21:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 21:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 21:30:00;1;0;0;0;0;0;0;0;0
2020-10-13 21:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 22:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 22:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 22:30:00;0;0;0;0;0;0;0;0;0
2020-10-13 22:45:00;0;0;0;0;0;0;0;0;0
2020-10-13 23:00:00;0;0;0;0;0;0;0;0;0
2020-10-13 23:15:00;0;0;0;0;0;0;0;0;0
2020-10-13 23:30:00;0;0;0;0;0;0;0;0;0
