DATUM;1(DA1);2(DB1);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFBA);9(TAFBB);10(TAFGC);11(TAFBC);12(TAFBD)
2020-02-13 00:00:00;13;0;4;0;0;0;0;0;0;0;0;0
2020-02-13 00:15:00;8;0;7;0;0;0;0;0;0;0;0;0
2020-02-13 00:30:00;8;0;10;0;0;0;0;0;0;0;0;0
2020-02-13 00:45:00;5;0;4;0;0;0;0;0;0;0;0;0
2020-02-13 01:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-02-13 01:15:00;2;0;0;0;0;0;0;0;0;0;0;0
2020-02-13 01:30:00;5;0;1;0;0;0;0;0;0;0;0;0
2020-02-13 01:45:00;6;0;5;0;0;0;0;0;0;0;0;0
2020-02-13 02:00:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-02-13 02:15:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-02-13 02:30:00;2;0;2;0;0;0;0;0;0;0;0;0
2020-02-13 02:45:00;1;0;4;0;0;0;0;0;0;0;0;0
2020-02-13 03:00:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-02-13 03:15:00;1;0;4;0;0;0;0;0;0;0;0;0
2020-02-13 03:30:00;7;0;4;0;0;0;0;0;0;0;0;0
2020-02-13 03:45:00;9;0;6;0;0;0;0;0;0;0;0;0
2020-02-13 04:00:00;3;0;9;0;0;0;0;0;0;0;0;0
2020-02-13 04:15:00;5;0;8;0;0;0;0;0;0;0;0;0
2020-02-13 04:30:00;5;0;18;0;0;0;0;0;0;0;0;0
2020-02-13 04:45:00;6;0;25;0;0;0;0;0;0;0;0;0
2020-02-13 05:00:00;6;0;69;0;0;0;0;0;0;0;0;0
2020-02-13 05:15:00;11;0;117;0;0;0;0;0;0;0;0;0
2020-02-13 05:30:00;17;0;150;0;0;0;0;0;0;0;0;0
2020-02-13 05:45:00;47;0;154;0;0;0;0;0;0;0;0;0
2020-02-13 06:00:00;71;0;158;0;1;0;0;0;0;0;0;0
2020-02-13 06:15:00;62;0;205;0;3;0;0;0;0;1;0;0
2020-02-13 06:30:00;43;0;222;0;7;1;0;0;0;7;9;0
