DATUM;1(TAFGA);2(TAFBA)
2020-12-28 00:00:00;0;0
2020-12-28 00:15:00;0;0
2020-12-28 00:30:00;0;0
2020-12-28 00:45:00;0;0
2020-12-28 01:00:00;0;0
2020-12-28 01:15:00;0;0
2020-12-28 01:30:00;0;0
2020-12-28 01:45:00;0;0
2020-12-28 02:00:00;0;0
2020-12-28 02:15:00;0;0
2020-12-28 02:30:00;0;0
2020-12-28 02:45:00;0;0
2020-12-28 03:00:00;0;0
2020-12-28 03:15:00;0;0
2020-12-28 03:30:00;0;0
2020-12-28 03:45:00;0;0
2020-12-28 04:00:00;0;0
2020-12-28 04:15:00;0;0
2020-12-28 04:30:00;0;0
2020-12-28 04:45:00;0;0
2020-12-28 05:00:00;0;0
2020-12-28 05:15:00;0;0
2020-12-28 05:30:00;1;3
2020-12-28 05:45:00;2;0
2020-12-28 06:00:00;1;0
2020-12-28 06:15:00;1;0
2020-12-28 06:30:00;0;0
2020-12-28 06:45:00;1;1
2020-12-28 07:00:00;0;0
2020-12-28 07:15:00;0;0
2020-12-28 07:30:00;1;3
2020-12-28 07:45:00;4;2
2020-12-28 08:00:00;1;1
2020-12-28 08:15:00;3;0
2020-12-28 08:30:00;2;2
2020-12-28 08:45:00;9;0
2020-12-28 09:00:00;6;0
2020-12-28 09:15:00;6;6
2020-12-28 09:30:00;6;0
2020-12-28 09:45:00;7;15
2020-12-28 10:00:00;11;2
2020-12-28 10:15:00;10;5
2020-12-28 10:30:00;5;6
2020-12-28 10:45:00;12;4
2020-12-28 11:00:00;13;8
2020-12-28 11:15:00;6;5
2020-12-28 11:30:00;15;3
2020-12-28 11:45:00;11;4
2020-12-28 12:00:00;15;3
2020-12-28 12:15:00;12;2
2020-12-28 12:30:00;5;1
2020-12-28 12:45:00;13;1
2020-12-28 13:00:00;14;0
