DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DC1);9(DC2);10(DDRES1);11(DDRES2);12(TAFGA);13(TAFGC);14(TAFGC2);15(RES1)
2020-03-26 00:00:00;2;1;1;0;0;0;0;0;1;0;0;0;0;0;0
2020-03-26 00:15:00;1;1;1;1;0;1;1;0;1;0;0;0;0;0;0
2020-03-26 00:30:00;1;1;1;2;2;0;0;0;5;0;0;0;0;0;0
2020-03-26 00:45:00;1;3;2;3;3;4;2;0;2;0;0;0;0;0;0
2020-03-26 01:00:00;0;0;1;3;3;1;2;0;3;0;0;0;0;0;0
2020-03-26 01:15:00;0;0;0;1;1;0;0;0;5;0;0;0;0;0;0
2020-03-26 01:30:00;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0
2020-03-26 01:45:00;4;1;2;1;0;1;1;0;0;0;0;0;0;0;0
2020-03-26 02:00:00;4;0;2;2;1;1;1;0;0;0;0;0;0;0;0
2020-03-26 02:15:00;2;3;3;1;0;1;1;1;2;0;0;0;0;0;0
2020-03-26 02:30:00;3;2;2;0;0;1;1;0;1;0;0;0;0;0;0
2020-03-26 02:45:00;6;2;5;0;0;0;0;0;4;0;0;0;0;0;0
2020-03-26 03:00:00;2;1;2;0;0;0;0;0;5;0;0;0;0;0;0
2020-03-26 03:15:00;2;0;0;0;0;0;0;0;2;0;0;0;0;0;0
2020-03-26 03:30:00;2;3;6;4;4;3;2;0;3;0;0;0;0;0;0
2020-03-26 03:45:00;2;3;4;3;3;2;1;0;4;0;0;0;0;0;0
2020-03-26 04:00:00;1;1;3;2;2;0;0;0;0;0;0;0;0;0;0
2020-03-26 04:15:00;8;1;2;3;3;3;2;0;4;0;0;0;0;0;0
2020-03-26 04:30:00;8;1;2;4;4;2;1;0;4;0;0;0;0;0;0
2020-03-26 04:45:00;7;4;6;1;1;2;1;0;2;0;0;0;0;0;0
2020-03-26 05:00:00;9;2;5;1;1;1;1;0;6;0;0;0;0;0;0
