DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-01-02 00:00:00;0;0;0;0;0;0
2020-01-02 00:15:00;3;1;0;0;0;0
2020-01-02 00:30:00;1;0;0;0;0;0
2020-01-02 00:45:00;0;0;0;0;0;0
2020-01-02 01:00:00;0;0;0;0;0;0
2020-01-02 01:15:00;1;0;0;0;0;0
2020-01-02 01:30:00;0;0;0;0;0;0
2020-01-02 01:45:00;0;0;0;0;0;0
2020-01-02 02:00:00;0;0;0;0;0;0
2020-01-02 02:15:00;0;0;0;0;0;0
2020-01-02 02:30:00;0;0;0;0;0;0
2020-01-02 02:45:00;0;0;0;0;0;0
2020-01-02 03:00:00;2;0;0;0;0;0
2020-01-02 03:15:00;1;2;0;0;0;0
2020-01-02 03:30:00;0;1;0;0;0;0
2020-01-02 03:45:00;0;0;0;0;0;0
2020-01-02 04:00:00;0;0;0;0;0;0
2020-01-02 04:15:00;0;1;0;0;0;0
2020-01-02 04:30:00;0;0;0;0;0;0
2020-01-02 04:45:00;0;0;0;0;0;0
2020-01-02 05:00:00;0;1;0;0;0;0
2020-01-02 05:15:00;3;0;0;0;0;0
2020-01-02 05:30:00;1;2;0;0;0;0
2020-01-02 05:45:00;1;1;0;0;0;0
2020-01-02 06:00:00;3;1;0;0;0;0
2020-01-02 06:15:00;2;2;0;0;0;0
2020-01-02 06:30:00;3;5;0;0;0;0
2020-01-02 06:45:00;4;3;0;0;0;0
2020-01-02 07:00:00;3;2;0;0;0;0
2020-01-02 07:15:00;1;2;0;0;0;0
2020-01-02 07:30:00;2;3;0;1;0;0
2020-01-02 07:45:00;15;7;0;0;0;0
2020-01-02 08:00:00;4;5;0;0;0;0
2020-01-02 08:15:00;9;3;0;0;0;0
2020-01-02 08:30:00;2;5;0;1;0;0
2020-01-02 08:45:00;4;4;1;0;0;0
2020-01-02 09:00:00;3;6;0;0;0;0
2020-01-02 09:15:00;5;6;0;0;0;0
2020-01-02 09:30:00;5;5;1;0;0;0
2020-01-02 09:45:00;6;7;0;0;0;0
2020-01-02 10:00:00;9;12;0;0;0;0
2020-01-02 10:15:00;11;7;0;0;0;0
2020-01-02 10:30:00;9;7;1;1;0;0
2020-01-02 10:45:00;3;18;0;1;0;0
2020-01-02 11:00:00;6;10;0;0;0;0
2020-01-02 11:15:00;8;9;2;1;0;0
2020-01-02 11:30:00;12;8;1;0;0;0
2020-01-02 11:45:00;8;10;0;0;0;0
2020-01-02 12:00:00;8;10;0;0;0;0
2020-01-02 12:15:00;9;9;0;0;0;0
2020-01-02 12:30:00;5;8;0;0;0;0
2020-01-02 12:45:00;9;9;0;2;0;0
2020-01-02 13:00:00;8;10;0;1;0;0
2020-01-02 13:15:00;19;12;0;1;0;0
2020-01-02 13:30:00;11;10;3;1;0;0
2020-01-02 13:45:00;12;9;0;0;0;0
2020-01-02 14:00:00;14;12;1;0;0;0
2020-01-02 14:15:00;17;17;0;0;0;0
2020-01-02 14:30:00;9;9;1;0;0;0
2020-01-02 14:45:00;14;18;0;1;0;0
2020-01-02 15:00:00;16;14;2;0;0;0
2020-01-02 15:15:00;10;11;3;0;0;0
2020-01-02 15:30:00;10;15;1;0;0;0
2020-01-02 15:45:00;17;7;2;0;0;0
2020-01-02 16:00:00;10;15;1;0;0;0
2020-01-02 16:15:00;10;15;1;0;0;0
2020-01-02 16:30:00;7;15;1;2;0;0
2020-01-02 16:45:00;14;11;1;0;0;0
2020-01-02 17:00:00;14;11;0;0;0;0
2020-01-02 17:15:00;12;11;0;0;0;0
2020-01-02 17:30:00;8;8;0;0;0;0
2020-01-02 17:45:00;11;12;0;0;0;0
2020-01-02 18:00:00;5;8;0;0;0;0
2020-01-02 18:15:00;8;11;0;0;0;0
2020-01-02 18:30:00;10;6;0;0;0;0
2020-01-02 18:45:00;7;4;0;0;0;0
2020-01-02 19:00:00;6;3;0;0;0;0
2020-01-02 19:15:00;11;6;0;0;0;0
2020-01-02 19:30:00;2;2;0;0;0;0
2020-01-02 19:45:00;7;1;0;0;0;0
2020-01-02 20:00:00;3;5;0;0;0;0
2020-01-02 20:15:00;2;2;0;0;0;0
2020-01-02 20:30:00;4;3;0;0;0;0
2020-01-02 20:45:00;3;2;0;0;0;0
2020-01-02 21:00:00;4;0;0;0;0;0
2020-01-02 21:15:00;3;0;0;0;0;0
2020-01-02 21:30:00;2;1;0;0;0;0
2020-01-02 21:45:00;2;3;0;0;0;0
2020-01-02 22:00:00;3;1;0;0;0;0
2020-01-02 22:15:00;5;2;0;0;0;0
2020-01-02 22:30:00;5;5;2;0;0;0
2020-01-02 22:45:00;0;1;0;0;0;0
2020-01-02 23:00:00;0;1;0;0;0;0
2020-01-02 23:15:00;1;1;0;0;0;0
2020-01-02 23:30:00;3;0;0;0;0;0
2020-01-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
