DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2020-12-27 00:00:00;2;1;3;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 00:15:00;0;0;2;3;2;2;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 00:30:00;0;0;2;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 00:45:00;1;0;1;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 01:00:00;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 01:15:00;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 01:30:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 01:45:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:00:00;0;0;1;0;4;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:15:00;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:30:00;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:00:00;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:15:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:30:00;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 04:00:00;0;0;5;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 04:15:00;1;1;1;3;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-27 04:30:00;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
