2019-10-14 09:15:00;2;0
2019-10-14 09:30:00;6;0
2019-10-14 09:45:00;3;0
2019-10-14 10:00:00;0;0
2019-10-14 10:15:00;17;0
2019-10-14 10:30:00;9;0
2019-10-14 10:45:00;1;0
2019-10-14 11:00:00;8;0
2019-10-14 11:15:00;7;0
2019-10-14 11:30:00;10;0
2019-10-14 11:45:00;0;0
2019-10-14 12:00:00;14;4
2019-10-14 12:15:00;24;0
2019-10-14 12:30:00;4;0
2019-10-14 12:45:00;2;0
2019-10-14 13:00:00;61;0
2019-10-14 13:15:00;153;10
2019-10-14 13:30:00;92;0
2019-10-14 13:45:00;43;13
2019-10-14 14:00:00;38;0
2019-10-14 14:15:00;25;1
2019-10-14 14:30:00;72;0
2019-10-14 14:45:00;22;0
2019-10-14 15:00:00;24;0
2019-10-14 15:15:00;34;7
2019-10-14 15:30:00;180;55
2019-10-14 15:45:00;33;0
2019-10-14 16:00:00;217;1
2019-10-14 16:15:00;64;6
2019-10-14 16:30:00;77;47
2019-10-14 16:45:00;161;28
2019-10-14 17:00:00;57;4
2019-10-14 17:15:00;9;0
2019-10-14 17:30:00;65;0
2019-10-14 17:45:00;2;0
2019-10-14 18:00:00;11;0
2019-10-14 18:15:00;188;0
2019-10-14 18:30:00;88;1
2019-10-14 18:45:00;35;4
2019-10-14 19:00:00;0;0
2019-10-14 19:15:00;9;0
2019-10-14 19:30:00;7;0
2019-10-14 19:45:00;0;0
2019-10-14 20:00:00;0;0
2019-10-14 20:15:00;0;0
2019-10-14 20:30:00;0;0
2019-10-14 20:45:00;0;0
2019-10-14 21:00:00;0;0
2019-10-14 21:15:00;0;0
2019-10-14 21:30:00;0;0
2019-10-14 21:45:00;1;0
2019-10-14 22:00:00;0;0
2019-10-14 22:15:00;0;0
2019-10-14 22:30:00;0;0
2019-10-14 22:45:00;0;0
2019-10-14 23:00:00;0;0
2019-10-14 23:15:00;0;0
2019-10-14 23:30:00;0;0
2019-10-14 23:45:00;0;0
