DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1)
2020-06-29 00:00:00;0;0;2;4;3
2020-06-29 00:15:00;4;2;2;6;2
2020-06-29 00:30:00;1;0;0;2;5
2020-06-29 00:45:00;2;0;0;0;1
2020-06-29 01:00:00;0;0;0;2;1
2020-06-29 01:15:00;1;0;0;0;0
2020-06-29 01:30:00;0;0;0;0;3
2020-06-29 01:45:00;0;0;0;0;0
2020-06-29 02:00:00;3;0;0;1;0
2020-06-29 02:15:00;2;0;0;3;1
2020-06-29 02:30:00;0;0;0;1;0
2020-06-29 02:45:00;0;0;0;0;0
2020-06-29 03:00:00;1;0;0;1;1
2020-06-29 03:15:00;1;0;1;2;2
2020-06-29 03:30:00;2;1;0;0;0
2020-06-29 03:45:00;2;1;0;1;2
2020-06-29 04:00:00;2;0;0;1;0
2020-06-29 04:15:00;4;0;0;0;2
2020-06-29 04:30:00;3;0;0;0;1
2020-06-29 04:45:00;0;0;1;1;2
2020-06-29 05:00:00;3;0;1;0;2
2020-06-29 05:15:00;7;0;0;3;7
2020-06-29 05:30:00;1;2;2;7;18
2020-06-29 05:45:00;10;0;3;14;8
2020-06-29 06:00:00;18;5;3;15;17
2020-06-29 06:15:00;32;6;4;14;37
2020-06-29 06:30:00;20;7;9;18;35
2020-06-29 06:45:00;50;7;6;21;40
2020-06-29 07:00:00;41;7;7;12;72
2020-06-29 07:15:00;47;12;9;24;87
2020-06-29 07:30:00;63;15;18;33;120
2020-06-29 07:45:00;83;23;23;45;80
2020-06-29 08:00:00;59;17;12;39;61
2020-06-29 08:15:00;48;9;16;27;62
2020-06-29 08:30:00;46;13;12;27;69
2020-06-29 08:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 09:00:00;34;17;14;30;47
2020-06-29 09:15:00;30;15;14;24;73
2020-06-29 09:30:00;42;18;18;28;61
2020-06-29 09:45:00;27;16;14;31;56
2020-06-29 10:00:00;29;9;17;37;45
2020-06-29 10:15:00;38;17;18;32;58
2020-06-29 10:30:00;55;17;20;30;68
2020-06-29 10:45:00;42;16;16;47;66
2020-06-29 11:00:00;46;14;19;35;71
2020-06-29 11:15:00;34;8;18;30;75
2020-06-29 11:30:00;59;13;19;29;68
2020-06-29 11:45:00;42;6;23;39;67
2020-06-29 12:00:00;34;15;19;33;67
2020-06-29 12:15:00;59;15;17;33;65
2020-06-29 12:30:00;44;9;25;29;70
2020-06-29 12:45:00;60;9;18;47;85
2020-06-29 13:00:00;63;7;23;35;65
2020-06-29 13:15:00;65;13;20;22;43
2020-06-29 13:30:00;47;9;17;26;67
2020-06-29 13:45:00;60;11;23;30;72
2020-06-29 14:00:00;52;12;18;25;64
2020-06-29 14:15:00;38;9;21;49;64
2020-06-29 14:30:00;44;9;19;41;67
2020-06-29 14:45:00;48;13;12;37;71
2020-06-29 15:00:00;51;20;14;30;68
2020-06-29 15:15:00;62;8;25;31;61
2020-06-29 15:30:00;51;17;21;37;82
2020-06-29 15:45:00;49;16;25;37;81
2020-06-29 16:00:00;46;11;25;30;92
2020-06-29 16:15:00;49;11;20;44;85
2020-06-29 16:30:00;53;10;27;41;84
2020-06-29 16:45:00;41;7;24;51;90
2020-06-29 17:00:00;48;13;29;46;102
2020-06-29 17:15:00;46;9;27;44;87
2020-06-29 17:30:00;52;7;21;34;90
2020-06-29 17:45:00;49;10;25;32;81
2020-06-29 18:00:00;56;7;23;42;98
2020-06-29 18:15:00;38;5;22;28;77
2020-06-29 18:30:00;44;11;13;21;53
2020-06-29 18:45:00;46;11;12;21;45
2020-06-29 19:00:00;35;12;14;24;50
2020-06-29 19:15:00;31;4;7;22;44
2020-06-29 19:30:00;20;3;10;17;43
2020-06-29 19:45:00;18;4;15;11;34
2020-06-29 20:00:00;29;9;9;10;44
2020-06-29 20:15:00;18;3;10;13;38
2020-06-29 20:30:00;19;7;6;17;33
2020-06-29 20:45:00;20;3;6;13;30
2020-06-29 21:00:00;24;7;7;10;23
2020-06-29 21:15:00;19;1;2;17;24
2020-06-29 21:30:00;14;2;5;14;17
2020-06-29 21:45:00;17;1;6;11;18
2020-06-29 22:00:00;12;2;3;19;22
2020-06-29 22:15:00;14;3;6;6;13
2020-06-29 22:30:00;11;1;2;10;13
2020-06-29 22:45:00;11;1;3;5;6
2020-06-29 23:00:00;14;5;2;9;11
2020-06-29 23:15:00;1;0;0;1;10
2020-06-29 23:30:00;4;1;0;2;2
