DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-03-09 00:00:00;2;3;2;0;0;2;0;0;2;0;1;0;0;0;0;0;0
2020-03-09 00:15:00;0;3;7;1;0;9;1;0;7;0;1;1;0;0;0;0;0
2020-03-09 00:30:00;3;5;3;1;0;9;1;1;8;0;0;1;0;0;0;0;0
2020-03-09 00:45:00;0;6;1;0;0;5;0;0;7;0;0;1;0;0;0;0;0
2020-03-09 01:00:00;0;5;3;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2020-03-09 01:15:00;0;4;2;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2020-03-09 01:30:00;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-09 01:45:00;0;3;2;1;0;4;1;0;4;0;0;1;0;0;0;0;0
2020-03-09 02:00:00;1;1;1;0;0;2;0;0;1;0;1;0;0;0;0;0;0
2020-03-09 02:15:00;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0
2020-03-09 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-03-09 02:45:00;1;4;2;0;0;4;0;0;4;2;0;0;0;0;0;0;0
2020-03-09 03:00:00;0;3;0;0;0;7;0;0;7;0;0;0;0;0;0;0;0
2020-03-09 03:15:00;1;7;1;0;0;4;0;0;4;0;0;0;0;0;0;0;0
2020-03-09 03:30:00;0;3;1;0;0;3;0;0;5;0;0;0;0;0;0;0;0
2020-03-09 03:45:00;0;1;3;1;1;0;1;0;2;2;1;2;0;0;0;0;0
2020-03-09 04:00:00;0;4;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0
2020-03-09 04:15:00;2;6;4;0;0;0;0;0;0;0;0;1;1;0;0;0;0
2020-03-09 04:30:00;3;6;3;1;0;10;2;0;12;1;0;2;0;0;0;0;0
2020-03-09 04:45:00;0;12;5;0;0;7;0;0;6;0;0;0;0;0;0;0;0
