DATUM;1(TAFGA);2(TAFBA)
2020-10-02 00:00:00;0;0
2020-10-02 00:15:00;0;0
2020-10-02 00:30:00;0;0
2020-10-02 00:45:00;0;0
2020-10-02 01:00:00;0;0
2020-10-02 01:15:00;0;0
2020-10-02 01:30:00;0;0
2020-10-02 01:45:00;0;0
2020-10-02 02:00:00;0;0
2020-10-02 02:15:00;0;0
2020-10-02 02:30:00;0;0
2020-10-02 02:45:00;0;0
2020-10-02 03:00:00;0;0
2020-10-02 03:15:00;0;0
2020-10-02 03:30:00;0;0
2020-10-02 03:45:00;0;0
2020-10-02 04:00:00;0;0
2020-10-02 04:15:00;0;0
2020-10-02 04:30:00;0;0
2020-10-02 04:45:00;0;0
2020-10-02 05:00:00;0;0
2020-10-02 05:15:00;0;0
2020-10-02 05:30:00;5;7
2020-10-02 05:45:00;2;1
2020-10-02 06:00:00;2;0
2020-10-02 06:15:00;3;0
2020-10-02 06:30:00;3;0
2020-10-02 06:45:00;9;8
2020-10-02 07:00:00;6;4
2020-10-02 07:15:00;14;3
2020-10-02 07:30:00;16;11
2020-10-02 07:45:00;15;4
2020-10-02 08:00:00;13;0
2020-10-02 08:15:00;12;2
2020-10-02 08:30:00;12;3
2020-10-02 08:45:00;11;5
2020-10-02 09:00:00;16;11
2020-10-02 09:15:00;12;1
2020-10-02 09:30:00;18;5
2020-10-02 09:45:00;19;1
2020-10-02 10:00:00;21;1
2020-10-02 10:15:00;15;4
2020-10-02 10:30:00;16;0
2020-10-02 10:45:00;17;2
2020-10-02 11:00:00;17;0
2020-10-02 11:15:00;21;2
2020-10-02 11:30:00;12;3
2020-10-02 11:45:00;17;2
2020-10-02 12:00:00;18;5
2020-10-02 12:15:00;19;2
2020-10-02 12:30:00;21;2
2020-10-02 12:45:00;27;4
2020-10-02 13:00:00;16;5
2020-10-02 13:15:00;21;6
2020-10-02 13:30:00;18;17
2020-10-02 13:45:00;18;3
2020-10-02 14:00:00;18;4
2020-10-02 14:15:00;16;6
2020-10-02 14:30:00;17;5
2020-10-02 14:45:00;15;3
2020-10-02 15:00:00;18;7
2020-10-02 15:15:00;25;4
2020-10-02 15:30:00;19;6
2020-10-02 15:45:00;16;22
2020-10-02 16:00:00;13;6
2020-10-02 16:15:00;17;9
2020-10-02 16:30:00;25;42
2020-10-02 16:45:00;15;6
2020-10-02 17:00:00;30;3
2020-10-02 17:15:00;20;8
2020-10-02 17:30:00;13;18
2020-10-02 17:45:00;24;16
2020-10-02 18:00:00;18;4
2020-10-02 18:15:00;15;6
2020-10-02 18:30:00;19;7
2020-10-02 18:45:00;22;4
2020-10-02 19:00:00;18;4
2020-10-02 19:15:00;16;10
2020-10-02 19:30:00;14;6
2020-10-02 19:45:00;8;6
2020-10-02 20:00:00;18;17
2020-10-02 20:15:00;14;7
2020-10-02 20:30:00;10;6
2020-10-02 20:45:00;2;3
2020-10-02 21:00:00;6;5
2020-10-02 21:15:00;5;1
2020-10-02 21:30:00;2;0
2020-10-02 21:45:00;2;1
2020-10-02 22:00:00;8;4
2020-10-02 22:15:00;1;0
2020-10-02 22:30:00;3;1
2020-10-02 22:45:00;2;1
2020-10-02 23:00:00;0;0
2020-10-02 23:15:00;0;0
2020-10-02 23:30:00;0;0
2020-10-02 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
