DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DD1);6(DD2);7(DF1);8(DF2);9(DC1);10(DA3);11(DC2);12(TAFGA);13(TAFBA);14(TAFGA2);15(TAFBA2);16(TAFBB);17(TAFBC);18(TAFGD);19(TAFBD);20(TAFGE);21(TAFBE);22(TAFBF)
2020-09-29 00:00:00;1;2;5;3;1;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 00:15:00;4;2;2;3;1;3;5;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 00:30:00;2;0;1;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 00:45:00;1;1;1;0;2;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 01:00:00;1;1;2;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 01:15:00;1;1;0;0;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 01:30:00;3;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 01:45:00;1;1;1;0;3;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 02:15:00;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 02:30:00;2;3;1;2;2;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 02:45:00;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 03:00:00;0;2;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 03:15:00;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 03:30:00;0;3;0;0;2;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 03:45:00;0;0;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 04:00:00;1;2;1;1;4;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 04:15:00;1;4;1;0;2;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 04:30:00;3;1;2;1;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 04:45:00;4;7;5;4;4;5;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 05:00:00;7;6;3;2;24;7;3;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 05:15:00;9;12;7;7;50;18;6;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-09-29 05:30:00;12;19;17;6;62;28;4;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0
