DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2019-09-04 00:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 00:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 00:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 00:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 01:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 01:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 01:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 01:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 02:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 02:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 02:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 02:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 03:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 03:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 03:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 03:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 04:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 04:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 04:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 04:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 05:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 05:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 05:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 05:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 06:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 06:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 06:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 06:45:00;2;0;0;0;0;0;0;0;0
2019-09-04 07:00:00;1;0;0;0;0;0;0;0;0
2019-09-04 07:15:00;15;6;0;0;0;0;0;0;0
2019-09-04 07:30:00;8;0;0;0;0;0;0;0;0
2019-09-04 07:45:00;7;0;0;0;0;0;0;0;0
2019-09-04 08:00:00;4;0;0;0;0;0;0;0;0
2019-09-04 08:15:00;12;2;0;0;0;0;0;0;0
2019-09-04 08:30:00;3;0;0;0;0;0;0;0;0
2019-09-04 08:45:00;4;0;0;0;0;0;0;0;0
2019-09-04 09:00:00;15;0;0;0;0;0;0;0;0
2019-09-04 09:15:00;3;0;0;0;0;0;0;0;0
2019-09-04 09:30:00;3;0;0;0;0;0;0;0;0
2019-09-04 09:45:00;9;0;0;0;0;0;0;0;0
2019-09-04 10:00:00;5;4;0;0;0;0;0;0;0
2019-09-04 10:15:00;13;0;0;0;0;0;0;0;0
2019-09-04 10:30:00;8;0;0;0;0;0;0;0;0
2019-09-04 10:45:00;13;0;0;0;0;0;0;0;0
2019-09-04 11:00:00;12;4;0;0;0;0;0;0;0
2019-09-04 11:15:00;21;3;0;0;0;0;0;0;0
2019-09-04 11:30:00;3;1;0;0;0;0;0;0;0
2019-09-04 11:45:00;14;0;0;0;0;0;0;0;0
2019-09-04 12:00:00;12;0;0;0;0;0;0;0;0
2019-09-04 12:15:00;38;5;0;0;0;0;0;0;0
2019-09-04 12:30:00;16;0;0;0;0;0;0;0;0
2019-09-04 12:45:00;11;0;0;0;0;0;0;0;0
2019-09-04 13:00:00;13;0;0;0;0;0;0;0;0
2019-09-04 13:15:00;9;2;0;0;0;0;0;0;0
2019-09-04 13:30:00;15;2;0;0;0;0;0;0;0
2019-09-04 13:45:00;3;1;0;0;0;0;0;0;0
2019-09-04 14:00:00;44;17;0;0;0;0;0;0;0
2019-09-04 14:15:00;17;3;0;0;0;0;0;0;0
2019-09-04 14:30:00;39;0;0;0;0;0;0;0;0
2019-09-04 14:45:00;8;0;0;0;0;0;0;0;0
2019-09-04 15:00:00;12;0;0;0;0;0;0;0;0
2019-09-04 15:15:00;9;3;0;0;0;0;0;0;0
2019-09-04 15:30:00;15;0;0;0;0;0;0;0;0
2019-09-04 15:45:00;30;29;0;0;0;0;0;0;0
2019-09-04 16:00:00;55;1;0;0;0;0;0;0;0
2019-09-04 16:15:00;37;7;0;0;0;0;0;0;0
2019-09-04 16:30:00;6;3;0;0;0;0;0;0;0
2019-09-04 16:45:00;15;3;0;0;0;0;0;0;0
2019-09-04 17:00:00;19;10;0;0;0;0;0;0;0
2019-09-04 17:15:00;75;5;0;0;0;0;0;0;0
2019-09-04 17:30:00;16;0;0;0;0;0;0;0;0
2019-09-04 17:45:00;38;0;0;0;0;0;0;0;0
2019-09-04 18:00:00;24;0;0;0;0;0;0;0;0
2019-09-04 18:15:00;6;0;0;0;0;0;0;0;0
2019-09-04 18:30:00;16;0;0;0;0;0;0;0;0
2019-09-04 18:45:00;14;0;0;0;0;0;0;0;0
2019-09-04 19:00:00;4;0;0;0;0;0;0;0;0
2019-09-04 19:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 19:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 19:45:00;19;0;0;0;0;0;0;0;0
2019-09-04 20:00:00;23;0;0;0;0;0;0;0;0
2019-09-04 20:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 20:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 20:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 21:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 21:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 21:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 21:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 22:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 22:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 22:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 22:45:00;0;0;0;0;0;0;0;0;0
2019-09-04 23:00:00;0;0;0;0;0;0;0;0;0
2019-09-04 23:15:00;0;0;0;0;0;0;0;0;0
2019-09-04 23:30:00;0;0;0;0;0;0;0;0;0
2019-09-04 23:45:00;0;0;0;0;0;0;0;0;0
