DATUM;1(TAFGA);2(MP0701);3(MP0702);4(MP0703);5(MP0704);6(MP0705);7(MP0706);8(MP0707);9(MP0708)
2020-11-10 00:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 00:15:00;0;0;0;0;0;0;0;0;0
2020-11-10 00:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 00:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 01:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 01:15:00;0;0;0;0;0;0;0;0;0
2020-11-10 01:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 01:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 02:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 02:15:00;0;0;0;0;0;0;0;0;0
2020-11-10 02:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 02:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 03:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 03:15:00;0;0;0;0;0;0;0;0;0
2020-11-10 03:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 03:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 04:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 04:15:00;0;0;0;0;0;0;0;0;0
2020-11-10 04:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 04:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 05:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 05:15:00;0;0;0;0;0;0;0;0;0
2020-11-10 05:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 05:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 06:00:00;0;0;0;0;0;0;0;0;0
2020-11-10 06:15:00;2;0;0;0;0;0;0;0;0
2020-11-10 06:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 06:45:00;0;0;0;0;0;0;0;0;0
2020-11-10 07:00:00;25;0;0;0;0;0;0;0;0
2020-11-10 07:15:00;37;17;0;0;0;0;0;0;0
2020-11-10 07:30:00;52;26;0;0;0;0;0;0;0
2020-11-10 07:45:00;43;6;0;0;0;0;0;0;0
2020-11-10 08:00:00;14;4;0;0;0;0;0;0;0
2020-11-10 08:15:00;17;6;0;0;0;0;0;0;0
2020-11-10 08:30:00;2;0;0;0;0;0;0;0;0
2020-11-10 08:45:00;5;0;0;0;0;0;0;0;0
2020-11-10 09:00:00;2;0;0;0;0;0;0;0;0
2020-11-10 09:15:00;13;0;0;0;0;0;0;0;0
2020-11-10 09:30:00;11;0;0;0;0;0;0;0;0
2020-11-10 09:45:00;5;2;0;0;0;0;0;0;0
2020-11-10 10:00:00;1;2;0;0;0;0;0;0;0
2020-11-10 10:15:00;10;6;0;0;0;0;0;0;0
2020-11-10 10:30:00;14;0;0;0;0;0;0;0;0
2020-11-10 10:45:00;11;0;0;0;0;0;0;0;0
2020-11-10 11:00:00;15;0;0;0;0;0;0;0;0
2020-11-10 11:15:00;8;2;0;0;0;0;0;0;0
2020-11-10 11:30:00;18;3;0;0;0;0;0;0;0
2020-11-10 11:45:00;10;0;0;0;0;0;0;0;0
2020-11-10 12:00:00;10;0;0;0;0;0;0;0;0
2020-11-10 12:15:00;19;0;0;0;0;0;0;0;0
2020-11-10 12:30:00;0;0;0;0;0;0;0;0;0
2020-11-10 12:45:00;3;1;0;0;0;0;0;0;0
