DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-06-29 00:00:00;8;11;5;1;7;5;3;1;0;0;0;0;0;0
2020-06-29 00:15:00;10;4;2;1;4;4;4;2;0;0;0;0;0;0
2020-06-29 00:30:00;9;5;3;5;7;9;4;3;0;0;0;0;0;0
2020-06-29 00:45:00;6;3;1;1;6;6;1;3;0;0;0;0;0;0
2020-06-29 01:00:00;8;7;3;0;2;5;0;1;0;0;0;0;0;0
2020-06-29 01:15:00;9;3;2;0;2;8;1;1;0;0;0;0;0;0
2020-06-29 01:30:00;5;5;2;0;4;3;2;4;0;0;0;0;0;0
2020-06-29 01:45:00;8;2;0;0;5;7;1;3;0;0;0;0;0;0
2020-06-29 02:00:00;3;4;0;0;0;2;2;1;0;0;0;0;0;0
2020-06-29 02:15:00;6;3;1;0;8;7;0;2;0;0;0;0;0;0
2020-06-29 02:30:00;9;2;1;0;6;10;4;2;0;0;0;0;0;0
2020-06-29 02:45:00;3;5;5;2;7;3;2;1;0;0;0;0;0;0
2020-06-29 03:00:00;8;4;0;0;3;2;4;1;0;0;0;0;0;0
2020-06-29 03:15:00;2;0;1;0;1;0;0;2;0;0;0;0;0;0
2020-06-29 03:30:00;7;8;2;0;3;5;3;1;0;0;0;0;0;0
2020-06-29 03:45:00;3;0;4;0;1;3;1;1;0;0;0;0;0;0
2020-06-29 04:00:00;5;1;3;1;8;4;1;3;0;0;0;0;0;0
2020-06-29 04:15:00;13;4;7;0;7;6;3;4;0;0;0;0;0;0
2020-06-29 04:30:00;12;6;15;3;11;11;7;5;0;0;0;0;0;0
2020-06-29 04:45:00;21;8;18;4;16;20;6;4;0;0;0;0;0;0
2020-06-29 05:00:00;33;12;51;3;23;19;14;20;0;0;0;0;0;0
2020-06-29 05:15:00;50;19;104;3;28;40;12;16;0;0;0;0;0;0
2020-06-29 05:30:00;62;45;106;13;36;45;28;23;0;2;0;3;0;0
2020-06-29 05:45:00;59;49;56;17;44;57;16;21;0;0;0;0;0;0
2020-06-29 06:00:00;55;41;33;10;44;61;16;15;0;0;0;0;0;0
2020-06-29 06:15:00;68;48;51;9;56;73;27;20;0;0;0;0;0;0
2020-06-29 06:30:00;83;73;44;18;59;85;26;30;0;0;0;0;0;0
2020-06-29 06:45:00;72;87;48;18;64;97;26;21;0;0;5;0;0;0
2020-06-29 07:00:00;84;81;61;26;72;88;25;17;0;0;0;0;0;0
2020-06-29 07:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-29 07:30:00;108;120;57;19;96;107;49;29;0;0;0;0;0;0
2020-06-29 07:45:00;94;98;80;47;99;113;48;42;0;0;0;0;0;0
2020-06-29 08:00:00;108;117;64;27;81;98;45;28;0;0;2;0;0;0
2020-06-29 08:15:00;102;101;47;31;74;97;45;38;0;0;0;0;0;0
2020-06-29 08:30:00;91;106;49;21;66;77;41;33;0;0;0;0;0;0
2020-06-29 08:45:00;83;110;56;23;81;90;47;33;0;0;0;0;0;0
2020-06-29 09:00:00;83;75;37;29;71;109;34;27;0;0;0;0;0;0
2020-06-29 09:15:00;87;110;47;19;59;62;44;40;0;0;0;0;0;0
2020-06-29 09:30:00;91;90;35;22;64;82;38;30;0;0;0;0;0;0
2020-06-29 09:45:00;82;94;40;19;82;113;45;32;0;0;0;0;0;0
2020-06-29 10:00:00;94;107;43;25;74;101;43;24;0;0;0;0;0;0
2020-06-29 10:15:00;103;116;39;35;81;111;35;35;0;0;0;0;0;0
2020-06-29 10:30:00;111;116;55;26;80;115;40;35;0;0;0;0;0;26
2020-06-29 10:45:00;96;114;48;25;89;102;39;32;0;0;0;0;0;14
2020-06-29 11:00:00;99;105;41;24;79;123;45;38;0;0;0;0;0;0
2020-06-29 11:15:00;95;113;44;18;86;120;61;39;0;0;0;0;0;0
2020-06-29 11:30:00;99;103;45;22;88;105;52;23;0;0;0;0;0;13
2020-06-29 11:45:00;108;116;53;27;89;111;43;32;0;0;0;0;0;6
2020-06-29 12:00:00;109;105;53;31;71;107;50;35;0;2;0;0;0;1
2020-06-29 12:15:00;90;118;43;29;80;109;50;27;0;10;1;2;0;8
2020-06-29 12:30:00;80;82;36;32;87;115;55;36;3;0;0;0;3;0
2020-06-29 12:45:00;89;92;49;24;88;118;49;40;0;0;1;0;0;6
2020-06-29 13:00:00;87;98;63;26;72;114;42;27;0;0;0;1;0;1
2020-06-29 13:15:00;104;94;65;25;98;135;41;32;0;0;2;0;0;0
2020-06-29 13:30:00;118;111;68;24;90;112;45;35;0;0;1;0;0;4
2020-06-29 13:45:00;110;116;75;31;78;119;56;47;0;0;0;0;0;2
2020-06-29 14:00:00;100;95;39;22;93;118;66;51;0;0;0;3;0;11
2020-06-29 14:15:00;123;127;41;18;97;129;69;77;13;3;16;7;2;4
2020-06-29 14:30:00;108;113;42;22;105;130;93;76;0;1;0;0;0;3
2020-06-29 14:45:00;115;113;58;19;93;121;87;80;0;16;0;0;1;1
2020-06-29 15:00:00;126;121;61;31;109;124;74;56;0;2;0;0;0;0
2020-06-29 15:15:00;120;132;41;28;110;132;72;40;0;0;0;3;0;0
2020-06-29 15:30:00;121;122;44;30;115;149;55;44;0;0;0;0;0;5
