DATUM;1(TAA);2(TAFBA);3(MP3711);4(MP3712);5(MP3713);6(MP3714);7(MP3715);8(MP3716);9(MP3717);10(MP3718);11(MP3719);12(MP3720);13(MP3721);14(MP3722)
2019-11-15 00:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 00:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 00:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 01:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 01:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 01:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 01:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 02:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 02:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 02:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 03:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 03:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 04:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 04:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 04:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 05:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 05:15:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 05:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 05:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 06:00:00;8;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 06:15:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 06:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 06:45:00;32;28;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 07:00:00;11;7;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 07:15:00;5;1;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 07:30:00;46;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 07:45:00;7;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 08:00:00;6;3;0;0;0;0;0;0;0;0;0;0;0;0
2019-11-15 08:15:00;4;1;0;0;0;0;0;0;0;0;0;0;0;0
