DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2019-12-22 00:00:00;0;11;2;2;0;3;0;3;0;0;0;0;0
2019-12-22 00:15:00;0;12;0;2;2;1;2;7;0;0;0;0;0
2019-12-22 00:30:00;0;3;0;0;2;1;2;5;0;0;0;0;0
2019-12-22 00:45:00;1;8;0;0;0;2;0;4;0;0;0;0;0
2019-12-22 01:00:00;1;15;1;3;0;0;0;6;0;0;0;0;0
2019-12-22 01:15:00;0;8;1;1;1;0;1;3;0;0;0;0;0
2019-12-22 01:30:00;0;4;1;1;1;0;1;5;0;0;0;0;0
2019-12-22 01:45:00;0;4;1;1;0;1;0;4;0;0;0;0;0
2019-12-22 02:00:00;0;7;1;1;0;1;0;3;0;0;0;0;0
2019-12-22 02:15:00;0;5;0;1;0;2;0;3;0;0;0;0;0
2019-12-22 02:30:00;0;2;1;1;1;1;1;2;0;0;0;0;0
2019-12-22 02:45:00;0;3;0;1;1;0;1;5;0;0;0;0;0
2019-12-22 03:00:00;0;2;0;0;0;1;0;5;0;0;0;0;0
2019-12-22 03:15:00;0;5;0;0;0;1;0;5;0;0;0;0;0
2019-12-22 03:30:00;0;2;0;0;0;0;0;2;0;0;0;0;0
2019-12-22 03:45:00;0;6;2;1;0;0;0;1;0;0;0;0;0
2019-12-22 04:00:00;0;2;0;0;0;0;0;6;0;0;0;0;0
2019-12-22 04:15:00;0;7;0;0;0;0;0;4;0;0;0;0;0
2019-12-22 04:30:00;0;3;0;0;2;0;2;3;0;0;0;0;0
2019-12-22 04:45:00;0;3;1;1;1;0;1;4;0;0;0;0;0
2019-12-22 05:00:00;1;4;1;1;0;0;0;6;0;0;0;0;0
2019-12-22 05:15:00;0;7;2;3;0;0;0;5;0;0;0;0;0
2019-12-22 05:30:00;0;3;0;0;1;0;1;3;0;0;0;0;0
2019-12-22 05:45:00;3;8;0;1;0;0;0;5;0;0;0;0;0
2019-12-22 06:00:00;0;8;1;1;2;0;0;8;0;0;0;0;0
2019-12-22 06:15:00;1;5;1;1;2;0;2;3;0;0;0;0;0
2019-12-22 06:30:00;2;2;3;3;0;3;0;4;0;0;0;0;0
2019-12-22 06:45:00;2;1;2;2;0;0;0;2;0;0;0;0;0
2019-12-22 07:00:00;5;3;0;0;0;1;0;1;0;0;0;0;0
